hash	task_id	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	workdir	scratch	error_action	abd_bytes	chunks	dataset	node_type
6f/909201	168	3770998.pbs02	similarity_merge	breast.003.002	similarity_merge (breast.003.002)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633653961053	1633653968192	1633666197712	12236659	12209149		60.5	0.8	141463552.0	1110392832.0	160505856.0	1196838912.0	60726570664.0	38548052052.0	7232.0	243200403.0	60761363730.0	38548047903.0	8681187.0	14601.0	/scratch1/btsheal/work/6f/909201411431c4a31fa8d29c22ccc2			6.0726e+10	12	breast.003.002	2b
72/c38f4d	75	3649489.pbs02	similarity_merge	breast.001.002	similarity_merge (breast.001.002)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632677976681	1632677986384	1632678894800	918119	902679		78.8	0.4	121954304.0	1090994176.0	121954304.0	1091047424.0	6770047052.0	4279987475.0	1298.0	27001249.0	6804834107.0	4279983686.0	614734.0	1158.0	/scratch1/btsheal/work/72/c38f4d407fd0d4cc0f6a1a6e910661			6.76962e+09	16	breast.001.002	1a
76/3ba0ce	164	3787284.pbs02	similarity_merge	breast.002.003	similarity_merge (breast.002.003)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633916204217	1633916211558	1633922035410	5831193	5813410		82.6	1.2	204759040.0	1173635072.0	205029376.0	1174003712.0	40622173444.0	25979607091.0	3514.0	111737860.0	40656966516.0	25979603070.0	5553162.0	9698.0	/scratch1/btsheal/work/76/3ba0ce8dc6a82749a744526382fa63			4.06217e+10	12	breast.002.003	2b
76/7effd2	111	3777575.pbs02	similarity_merge	breast.002.002	similarity_merge (breast.002.002)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633794548669	1633794559394	1633798799569	4250900	4233315		87.6	0.8	143384576.0	1118416896.0	158875648.0	1134215168.0	26826076925.0	17087237456.0	3505.0	107802511.0	26857582175.0	17087241078.0	3723550.0	8247.0	/scratch1/btsheal/work/76/7effd25c641da11e16c3582ce53ee0			2.68256e+10	8	breast.002.002	3
78/92eb9a	22	3680000.pbs02	similarity_merge	breast.001.001	similarity_merge (breast.001.001)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632912740513	1632912753717	1632913170131	429618	409944		79.1	0.4	106016768.0	1074982912.0	106016768.0	1075036160.0	3367313304.0	2139532668.0	1297.0	25167768.0	3402096085.0	2139529111.0	362132.0	643.0	/scratch1/btsheal/work/78/92eb9ae68870a89656dd75eb6c9a6f			3.36689e+09	4	breast.001.001	1a
79/cc42f3	71	3683256.pbs02	similarity_merge	breast.001.002	similarity_merge (breast.001.002)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632923260591	1632923276173	1632924133075	872484	851804		82.9	0.5	159600640.0	1129172992.0	159600640.0	1196335104.0	6767356850.0	4278592007.0	1297.0	26992444.0	6802143895.0	4278588252.0	656775.0	1205.0	/scratch1/btsheal/work/79/cc42f384fe68939ba72978a1e66d42			6.76693e+09	16	breast.001.002	1a
7a/459e80	74	3707821.pbs02	similarity_merge	breast.003.001	similarity_merge (breast.003.001)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633111849808	1633111860020	1633115707600	3857792	3832745		86.2	0.4	107016192.0	1075908608.0	116678656.0	1085665280.0	30292565505.0	19171985295.0	7249.0	225543669.0	30327356834.0	19171988982.0	3159725.0	4990.0	/scratch1/btsheal/work/7a/459e8093479b4de5a6d8dfa4dde898			3.0292e+10	4	breast.003.001	1a
7a/52ad7e	214	3757283.pbs02	similarity_merge	breast.004.003	similarity_merge (breast.004.003)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633473385100	1633473401936	1633492632272	19247172	19210089		84.3	0.6	178057216.0	1147494400.0	206802944.0	1176354816.0	162627471255.0	103891108325.0	12456.0	446838959.0	162662258266.0	103891104091.0	15176782.0	21620.0	/scratch1/btsheal/work/7a/52ad7e4c067f36d631d21137c6c774			1.62627e+11	16	breast.004.003	1a
7a/ec862b	63	3703020.pbs02	similarity_merge	breast.003.003	similarity_merge (breast.003.003)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633037118592	1633037127888	1633048095952	10977360	10943431		85.5	0.7	209846272.0	1179004928.0	210632704.0	1179750400.0	91692019594.0	58879775870.0	7250.0	253242899.0	91726810845.0	58879779321.0	8113021.0	30635.0	/scratch1/btsheal/work/7a/ec862b031fd00b1efc2a3b74dea9ef			9.16915e+10	4	breast.003.003	1a
7b/d92ac6	70	3822898.pbs02	similarity_merge	breast.002.003	similarity_merge (breast.002.003)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1634166373531	1634166384332	1634172355281	5981750	5955366		68.4	0.6	176787456.0	1145876480.0	205045760.0	1174102016.0	40622187274.0	25979607004.0	3501.0	111737861.0	40656970606.0	25979603070.0	3823901.0	6414.0	/scratch1/btsheal/work/7b/d92ac61fe844b0632c0c25c4c69456			4.06217e+10	4	breast.002.003	1a
7c/d2d526	112	3729110.pbs02	similarity_merge	breast.004.001	similarity_merge (breast.004.001)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633293636715	1633293651821	1633300979410	7342695	7321966		83.2	0.4	107794432.0	1077075968.0	115404800.0	1084760064.0	53820389856.0	33902838499.0	12417.0	398844877.0	53855177182.0	33902834475.0	5486613.0	9699.0	/scratch1/btsheal/work/7c/d2d526efe2e51a6711763379c621bd			5.38198e+10	8	breast.004.001	1a
7d/177b65	71	3648684.pbs02	similarity_merge	breast.001.001	similarity_merge (breast.001.001)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632663173651	1632663178383	1632663694544	520893	496351		81.1	0.3	92807168.0	1062723584.0	102096896.0	1071972352.0	3368832623.0	2140330785.0	1266.0	25177156.0	3403619903.0	2140327091.0	292264.0	743.0	/scratch1/btsheal/work/7d/177b6595e1b86680d8ddfe2345afd8			3.36841e+09	16	breast.001.001	1a
7d/3f693f	157	3787248.pbs02	similarity_merge	breast.002.001	similarity_merge (breast.002.001)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633914514009	1633914524157	1633916368567	1854558	1843095		80.5	0.4	106213376.0	1075879936.0	106323968.0	1076170752.0	13505749643.0	8454391605.0	3531.0	99457269.0	13540540810.0	8454395253.0	1272240.0	2517.0	/scratch1/btsheal/work/7d/3f693f00bda7a7c62b14974c395514			1.35053e+10	12	breast.002.001	1a
7d/bf1b2f	214	3814450.pbs02	similarity_merge	breast.004.001	similarity_merge (breast.004.001)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1634041728487	1634041738035	1634049651463	7922976	7909529		75.6	0.4	105590784.0	1074507776.0	115462144.0	1084665856.0	53820390160.0	33902838596.0	12448.0	398844877.0	53855177188.0	33902834475.0	5134429.0	8974.0	/scratch1/btsheal/work/7d/bf1b2f8390f7380cd4a09ec57ca19f			5.38198e+10	16	breast.004.001	1a
7d/ec3d86	212	3757235.pbs02	similarity_merge	breast.004.002	similarity_merge (breast.004.002)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633472131122	1633472146725	1633488106704	15975582	15939976		81.8	0.9	159154176.0	1128361984.0	159944704.0	1128996864.0	107606291988.0	68293194366.0	12438.0	430865342.0	107641085025.0	68293190151.0	15372629.0	19081.0	/scratch1/btsheal/work/7d/ec3d8604878e1583dbab765aa68e88			1.07606e+11	16	breast.004.002	2b
7e/1a3a24	21	3679998.pbs02	similarity_merge	breast.001.003	similarity_merge (breast.001.003)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632912108197	1632912121276	1632913295572	1187375	1168766		83.1	0.6	203534336.0	1172738048.0	205299712.0	1174634496.0	10121178735.0	6481426702.0	1298.0	27875786.0	10155969706.0	6481430480.0	1010249.0	1541.0	/scratch1/btsheal/work/7e/1a3a248702c9b0fcc2006879faba6b			1.01207e+10	4	breast.001.003	1a
7e/bc842b	113	3729132.pbs02	similarity_merge	breast.002.002	similarity_merge (breast.002.002)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633293899716	1633293914494	1633297255120	3355404	3329798		80.5	0.5	143089664.0	1112338432.0	159612928.0	1129000960.0	26826073909.0	17087236710.0	3531.0	107802508.0	26860861023.0	17087232886.0	2720410.0	4090.0	/scratch1/btsheal/work/7e/bc842b0a520bccd529060c7e2f3641			2.68256e+10	8	breast.002.002	1a
7f/a5d596	82	3708866.pbs02	similarity_merge	breast.004.002	similarity_merge (breast.004.002)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633138134356	1633138142664	1633150213873	12079517	12063807		82.6	0.5	144166912.0	1113718784.0	158814208.0	1195601920.0	107606306336.0	68293194207.0	12454.0	430865341.0	107641093211.0	68293190151.0	10427774.0	14013.0	/scratch1/btsheal/work/7f/a5d5964eacbd22227cb89e5b44a6cf			1.07606e+11	4	breast.004.002	1a
84/e1d881	37	3653171.pbs02	similarity_merge	breast.001.001	similarity_merge (breast.001.001)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632742117223	1632742130601	1632742585041	467818	448876		82.5	0.3	93106176.0	1062719488.0	93286400.0	1129881600.0	3368832760.0	2140330696.0	1297.0	25177156.0	3403615801.0	2140327091.0	322254.0	828.0	/scratch1/btsheal/work/84/e1d88109ceaccdd17c4b60fad6bd36			3.36841e+09	8	breast.001.001	1a
8a/2ffa74	71	3707596.pbs02	similarity_merge	breast.004.001	similarity_merge (breast.004.001)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633101828770	1633101838466	1633108710608	6881838	6854690		84.8	0.4	114638848.0	1083785216.0	114638848.0	1083838464.0	53820389954.0	33902839160.0	12448.0	398844880.0	53855177182.0	33902842667.0	5365873.0	8318.0	/scratch1/btsheal/work/8a/2ffa74a4edde8ee3e2f267357215e2			5.38198e+10	4	breast.004.001	1a
8a/4f1e6f	121	3778113.pbs02	similarity_merge	breast.004.003	similarity_merge (breast.004.003)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633802336396	1633802341372	1633811428560	9092164	9067625		90.3	0.0	229318656.0	1269792768.0	229756928.0	1270140928.0	162628902627.0	103891114499.0	13217.0	446839108.0	162659314260.0	103891104091.0	935896.0	9660.0	/scratch1/btsheal/work/8a/4f1e6f683299f8fad90662bb8c9390			1.62627e+11	8	breast.004.003	21
8c/1b490d	39	3674843.pbs02	similarity_merge	breast.001.001	similarity_merge (breast.001.001)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632836608653	1632836617969	1632837100411	491758	479148		83.3	0.4	112295936.0	1081970688.0	112443392.0	1082052608.0	3367312847.0	2139533423.0	1265.0	25167770.0	3402104277.0	2139537303.0	329956.0	1648.0	/scratch1/btsheal/work/8c/1b490dc4984acec8e8833c0a42b47d			3.36689e+09	8	breast.001.001	1a
8c/238a98	75	3707825.pbs02	similarity_merge	breast.002.003	similarity_merge (breast.002.003)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633112005939	1633112021212	1633119709392	7703453	7669533		88.8	0.6	204541952.0	1173712896.0	204746752.0	1241190400.0	40622187543.0	25979607048.0	3532.0	111737861.0	40656974702.0	25979603070.0	3818333.0	18753.0	/scratch1/btsheal/work/8c/238a98037ff2c5b9360fb46647e3d0			4.06217e+10	4	breast.002.003	1a
8c/8b2850	161	3787257.pbs02	similarity_merge	breast.002.002	similarity_merge (breast.002.002)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633914892233	1633914902123	1633918914262	4022029	4004825		80.3	0.8	143912960.0	1112948736.0	159150080.0	1128370176.0	26826059767.0	17087237479.0	3513.0	107802510.0	26860852837.0	17087241078.0	3826887.0	5440.0	/scratch1/btsheal/work/8c/8b2850f10b76a023ad354627584113			2.68256e+10	12	breast.002.002	2b
8f/1cbcaa	162	3787280.pbs02	similarity_merge	breast.003.001	similarity_merge (breast.003.001)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633916025265	1633916038376	1633920646353	4621088	4602649		84.4	0.7	113500160.0	1082810368.0	114565120.0	1151139840.0	30292551405.0	19171985432.0	7232.0	225543670.0	30327344552.0	19171988982.0	4387947.0	17020.0	/scratch1/btsheal/work/8f/1cbcaa11103097c6781f16874936df			3.0292e+10	12	breast.003.001	2b
92/a4164c	65	3822737.pbs02	similarity_merge	breast.002.004	similarity_merge (breast.002.004)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1634162897991	1634162911892	1634170339579	7441588	7410695		71.9	0.7	215318528.0	1184202752.0	215445504.0	1184354304.0	54676386784.0	35299374135.0	3502.0	115167388.0	54711170116.0	35299370142.0	5013269.0	8076.0	/scratch1/btsheal/work/92/a4164ca60b9beac84a3bf77ad4f86e			5.46759e+10	4	breast.002.004	1a
93/117221	61	3822044.pbs02	similarity_merge	breast.002.001	similarity_merge (breast.002.001)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1634159172465	1634159186331	1634161297616	2125151	2099357		70.3	0.3	105115648.0	1074319360.0	105115648.0	1141481472.0	13505749530.0	8454391509.0	3531.0	99457269.0	13540540804.0	8454395253.0	1195629.0	2194.0	/scratch1/btsheal/work/93/117221ace0768098fe9b7ec6befcea			1.35053e+10	4	breast.002.001	1a
93/a63a3f	219	3757415.pbs02	similarity_merge	breast.002.004	similarity_merge (breast.002.004)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633476727877	1633476736817	1633483264208	6536331	6504446		84.7	0.7	220774400.0	1189838848.0	220909568.0	1257115648.0	54676387193.0	35299374236.0	3533.0	115167388.0	54711174218.0	35299370142.0	5472209.0	13130.0	/scratch1/btsheal/work/93/a63a3fac40830fe77074872b3d5116			5.46759e+10	16	breast.002.004	1a
94/7db97c	119	3777653.pbs02	similarity_merge	breast.003.003	similarity_merge (breast.003.003)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633799631996	1633799642156	1633813332177	13700181	13676534		78.8	1.1	182935552.0	1152253952.0	210497536.0	1179766784.0	91692006249.0	58879775262.0	7233.0	253242897.0	91726798557.0	58879771129.0	5814164.0	74032.0	/scratch1/btsheal/work/94/7db97c4c218acd6e27a0981e43bcdf			9.16915e+10	8	breast.003.003	4
97/19e5e0	157	3770683.pbs02	similarity_merge	breast.002.001	similarity_merge (breast.002.001)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633642767479	1633642780774	1633645144076	2376597	2356561		61.4	0.4	105979904.0	1075650560.0	105979904.0	1075703808.0	13505749364.0	8454391625.0	3500.0	99457269.0	13540536714.0	8454395253.0	1357830.0	2243.0	/scratch1/btsheal/work/97/19e5e0febd25d63d024fcd1e19a154			1.35053e+10	12	breast.002.001	1a
9c/5a65d8	208	3814438.pbs02	similarity_merge	breast.003.002	similarity_merge (breast.003.002)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1634041438619	1634041448807	1634049935061	8496442	8474437		72.8	0.5	144388096.0	1114157056.0	155910144.0	1125920768.0	60726584885.0	38548052034.0	7249.0	243200402.0	60761371922.0	38548047903.0	5479521.0	12332.0	/scratch1/btsheal/work/9c/5a65d883e7c54b68df3b37992aaa56			6.0726e+10	16	breast.003.002	1a
a5/0e8da2	23	3680002.pbs02	similarity_merge	breast.001.004	similarity_merge (breast.001.004)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632913052903	1632913062052	1632914865059	1812156	1799736		82.5	0.7	215797760.0	1184698368.0	215797760.0	1184751616.0	13679499079.0	8805638400.0	1299.0	28728600.0	13714286244.0	8805634648.0	1293038.0	4694.0	/scratch1/btsheal/work/a5/0e8da2cfdc0bbad8c15ef1d2ec2e1f			1.3679e+10	4	breast.001.004	1a
a5/69f73e	160	3770704.pbs02	similarity_merge	breast.002.002	similarity_merge (breast.002.002)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633643371365	1633643381195	1633647852243	4480878	4458051		60.9	0.5	143208448.0	1112363008.0	143908864.0	1113071616.0	26826073959.0	17087237527.0	3531.0	107802511.0	26860861029.0	17087241078.0	2507886.0	4639.0	/scratch1/btsheal/work/a5/69f73eee12f0e7efe8cf80a2c9ef52			2.68256e+10	12	breast.002.002	1a
a7/efa7a2	21	3633479.pbs02	similarity_merge	breast.001.002	similarity_merge (breast.001.002)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	43200000			1	1632499374547	1632499397282	1632500365522	990975	960696		80.1	0.5	140140544.0	1109028864.0	140140544.0	1109082112.0	6770033473.0	4279987364.0	1281.0	27001250.0	6804825909.0	4279983686.0	392084.0	1980.0	/scratch1/btsheal/work/a7/efa7a2aa5709327d00bc41dc38d9b2			6.76962e+09	4	breast.001.002	5a
a8/916390	169	3771026.pbs02	similarity_merge	breast.003.004	similarity_merge (breast.003.004)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633655415436	1633655430094	1633681105112	25689676	25658024		64.0	1.3	213475328.0	1189117952.0	213622784.0	1189294080.0	122707009389.0	79152242047.0	7225.0	258242828.0	122750077586.0	79152237838.0	16458899.0	32476.0	/scratch1/btsheal/work/a8/9163903049acbca61c5d0197bfab54			1.22706e+11	12	breast.003.004	3
a8/d51485	109	3729023.pbs02	similarity_merge	breast.002.001	similarity_merge (breast.002.001)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633292604724	1633292620836	1633294466834	1862110	1842790		80.8	0.4	105381888.0	1075654656.0	111902720.0	1081290752.0	13505749595.0	8454391552.0	3531.0	99457269.0	13540536708.0	8454395253.0	1346354.0	2552.0	/scratch1/btsheal/work/a8/d5148534d2004d86aa5b34c09406b2			1.35053e+10	8	breast.002.001	1a
a8/eea18a	66	3822753.pbs02	similarity_merge	breast.004.001	similarity_merge (breast.004.001)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1634163356129	1634163366088	1634172859091	9502962	9482914		74.8	0.6	104882176.0	1074008064.0	114753536.0	1084166144.0	53820375813.0	33902838505.0	12430.0	398844877.0	53855168990.0	33902834475.0	7431535.0	10992.0	/scratch1/btsheal/work/a8/eea18a8330445a9010cef2f14ba2da			5.38198e+10	4	breast.004.001	2b
ab/78edd2	81	3708784.pbs02	similarity_merge	breast.004.003	similarity_merge (breast.004.003)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633132966376	1633132976098	1633152000720	19034344	19007763		83.6	0.6	178245632.0	1147469824.0	207024128.0	1176297472.0	162627470889.0	103891108199.0	12425.0	446838959.0	162662258260.0	103891104091.0	17326762.0	25763.0	/scratch1/btsheal/work/ab/78edd277baeb1e3255d43410f5db76			1.62627e+11	4	breast.004.003	1a
af/6d23ea	114	3777631.pbs02	similarity_merge	breast.003.001	similarity_merge (breast.003.001)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633797953621	1633797963879	1633802981769	5028148	5016458		77.1	0.6	106622976.0	1075695616.0	112398336.0	1081593856.0	30292552272.0	19171984720.0	7232.0	225543667.0	30327344546.0	19171980790.0	1860326.0	9072.0	/scratch1/btsheal/work/af/6d23ea03f25879f0fb0085d739da9d			3.0292e+10	8	breast.003.001	4
b4/69a81f	159	3787253.pbs02	similarity_merge	breast.003.003	similarity_merge (breast.003.003)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633914679600	1633914690436	1633926884050	12204450	12184297		76.9	0.7	211001344.0	1180270592.0	211001344.0	1247432704.0	91692019614.0	58879775965.0	7250.0	253242899.0	91726810851.0	58879779321.0	8939540.0	13543.0	/scratch1/btsheal/work/b4/69a81f24509e7d4dee364b0eb185b6			9.16915e+10	12	breast.003.003	1a
b7/fa3e48	158	3787250.pbs02	similarity_merge	breast.002.004	similarity_merge (breast.002.004)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633914579362	1633914589675	1633921271505	6692143	6671938		79.7	0.7	213803008.0	1182982144.0	213921792.0	1183100928.0	54676387150.0	35299374904.0	3533.0	115167391.0	54711174218.0	35299378334.0	5171947.0	8398.0	/scratch1/btsheal/work/b7/fa3e480b4e1a510f23a3da42dd6b71			5.46759e+10	12	breast.002.004	1a
b8/2fc9e7	167	3787508.pbs02	similarity_merge	breast.004.002	similarity_merge (breast.004.002)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633918091719	1633918103785	1633933568215	15476496	15442436		84.1	0.8	139911168.0	1109315584.0	159301632.0	1128972288.0	107606291617.0	68293194295.0	12406.0	430865341.0	107641085025.0	68293190151.0	14838956.0	20261.0	/scratch1/btsheal/work/b8/2fc9e783aae692174579a23b882c36			1.07606e+11	12	breast.004.002	2b
b8/967ccb	209	3814439.pbs02	similarity_merge	breast.003.004	similarity_merge (breast.003.004)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1634041463437	1634041473800	1634058171088	16707651	16675939		74.7	0.7	215085056.0	1183911936.0	215220224.0	1184157696.0	122707006332.0	79152242061.0	7251.0	258242828.0	122741793426.0	79152237838.0	11883208.0	17530.0	/scratch1/btsheal/work/b8/967ccbd1419d9d2a3e17150637a62d			1.22706e+11	16	breast.003.004	1a
ba/73251d	117	3777644.pbs02	similarity_merge	breast.004.001	similarity_merge (breast.004.001)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633798950609	1633798962271	1633809039570	10088961	10070775		84.0	0.6	106352640.0	1081569280.0	106352640.0	1081622528.0	53820393080.0	33902838552.0	12422.0	398844877.0	53851898334.0	33902834475.0	7499206.0	19205.0	/scratch1/btsheal/work/ba/73251d8f7b0c3b2b80bd76dcbdb26b			5.38198e+10	8	breast.004.001	3
bb/a17fc7	70	3679104.pbs02	similarity_merge	breast.001.001	similarity_merge (breast.001.001)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632886913789	1632886928571	1632887410897	497108	477959		85.9	0.3	104488960.0	1073876992.0	104488960.0	1073946624.0	3367312930.0	2139533520.0	1266.0	25167771.0	3402104283.0	2139537303.0	327501.0	721.0	/scratch1/btsheal/work/bb/a17fc7fe6fe0ec485099312c4562b1			3.36689e+09	16	breast.001.001	1a
bb/c60288	72	3679210.pbs02	similarity_merge	breast.001.003	similarity_merge (breast.001.003)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632887569080	1632887580842	1632888847058	1277978	1249859		85.0	0.6	177315840.0	1146810368.0	205221888.0	1174704128.0	10121178362.0	6481426113.0	1267.0	27875783.0	10155965616.0	6481422288.0	973983.0	1779.0	/scratch1/btsheal/work/bb/c60288acd3a27b75c786e0c9af165e			1.01207e+10	16	breast.001.003	1a
bc/bb24c7	171	3787625.pbs02	similarity_merge	breast.004.004	similarity_merge (breast.004.004)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633921104525	1633921114348	1633948007638	26903113	26869053		80.4	0.7	236703744.0	1205796864.0	236703744.0	1205850112.0	218473362459.0	141096564818.0	12456.0	460344213.0	218508149517.0	141096560608.0	21951274.0	33344.0	/scratch1/btsheal/work/bc/bb24c762104af52c9807871a0e9bc3			2.18473e+11	12	breast.004.004	1a
bd/8d7deb	211	3757230.pbs02	similarity_merge	breast.002.001	similarity_merge (breast.002.001)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633471995882	1633472005873	1633474112209	2116327	2097674		86.6	0.6	105742336.0	1075474432.0	114307072.0	1084141568.0	13505735450.0	8454391636.0	3512.0	99457268.0	13540528522.0	8454395253.0	1840777.0	3807.0	/scratch1/btsheal/work/bd/8d7deb0b62d30f9f6ef1fc572c3427			1.35053e+10	16	breast.002.001	2b
be/c7bdca	84	3708950.pbs02	similarity_merge	breast.004.004	similarity_merge (breast.004.004)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633146095409	1633146104393	1633171475664	25380255	25361204		84.3	0.7	229146624.0	1198616576.0	229146624.0	1198669824.0	218473362348.0	141096564737.0	12456.0	460344213.0	218508149511.0	141096560608.0	23125621.0	34148.0	/scratch1/btsheal/work/be/c7bdcaa67d5d0405405d5e52546c53			2.18473e+11	4	breast.004.004	1a
c0/0aa42c	68	3706269.pbs02	similarity_merge	breast.002.002	similarity_merge (breast.002.002)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1633091302521	1633091313539	1633094722256	3419735	3397319		84.5	0.4	137261056.0	1106649088.0	156311552.0	1192960000.0	26826073857.0	17087237390.0	3532.0	107802512.0	26860865119.0	17087241078.0	2690328.0	4153.0	/scratch1/btsheal/work/c0/0aa42c29c8b3813f17b8f2743cd711			2.68256e+10	4	breast.002.002	1a
