hash	task_id	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	workdir	scratch	error_action	dataset	chunks	abd_bytes
68/02234b	148	2197052.pbs02	similarity_merge	Yeast.005.001	similarity_merge (Yeast.005.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618616216551	1618616223769	1618616238773	22222	13583		63.6	0.1	154365952.0	1854459904.0	155131904.0	1913995264.0	122212061.0	71239215.0	1896.0	1146458.0	121631248.0	66934473.0	2391.0	73.0	/scratch1/btsheal/work/68/02234b2be9796efb1e487903ac56ec			Yeast.005.001	16	121497796
3c/3f8724	151	2197055.pbs02	similarity_merge	Yeast.007.001	similarity_merge (Yeast.007.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618616226775	1618616233767	1618616253751	26976	18406		94.1	0.1	148377600.0	1854894080.0	148852736.0	1914097664.0	239880849.0	135775329.0	2467.0	2256100.0	239300001.0	131470541.0	2194.0	126.0	/scratch1/btsheal/work/3c/3f8724a03578c94b0ef8e527969b3a			Yeast.007.001	16	239122196
2f/eff078	152	2197056.pbs02	similarity_merge	Yeast.008.001	similarity_merge (Yeast.008.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618616229863	1618616238789	1618616258753	28890	22748		95.4	0.1	151011328.0	1855389696.0	151011328.0	1955381248.0	315173688.0	177048966.0	2823.0	2966187.0	314592858.0	172744145.0	5614.0	131.0	/scratch1/btsheal/work/2f/eff078b8b7b24e8d23841a6fb9085d			Yeast.008.001	16	314392812
7f/dc2e57	35	2191272.pbs02	similarity_merge	Yeast.003.001	similarity_merge (Yeast.003.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618593776765	1618593783158	1618593788162	11397	3721		87.1	0.1	147402752.0	1853956096.0	147877888.0	1954713600.0	46403782.0	29607183.0	1513.0	431721.0	51324537.0	25302777.0	856.0	35.0	/scratch1/btsheal/work/7f/dc2e5794a077c548adf857b09ca4fc			Yeast.003.001	2	45734560
fb/27cd9f	33	2191273.pbs02	similarity_merge	Yeast.002.001	similarity_merge (Yeast.002.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618593779717	1618593783823	1618593788194	8477	1733		85.4	0.1	147091456.0	1853267968.0	147628032.0	1912528896.0	19938726.0	15049480.0	1394.0	182208.0	19358552.0	10745545.0	428.0	12.0	/scratch1/btsheal/work/fb/27cd9f38cbc69098438ae2401256f9			Yeast.002.001	2	19291728
00/310507	34	2191275.pbs02	similarity_merge	Yeast.001.001	similarity_merge (Yeast.001.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618593782719	1618593783828	1618593788214	5495	870		65.7	0.0	3506176.0	227995648.0	3506176.0	227995648.0	5950994.0	7319135.0	1318.0	50421.0	5370838.0	3015453.0	19.0	0.0	/scratch1/btsheal/work/00/31050753e6770ee8125df8563309ca			Yeast.001.001	2	5326220
12/2dbfff	36	2191276.pbs02	similarity_merge	Yeast.005.001	similarity_merge (Yeast.005.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618593785824	1618593793159	1618593803257	17433	8626		93.5	0.1	147730432.0	1854423040.0	147836928.0	1955000320.0	122211203.0	71238902.0	1895.0	1146456.0	121631030.0	66934357.0	1452.0	78.0	/scratch1/btsheal/work/12/2dbfffc24bb270dc5c9dbeaab24751			Yeast.005.001	2	121497584
1a/cd8b91	37	2191278.pbs02	similarity_merge	Yeast.004.001	similarity_merge (Yeast.004.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618593790066	1618593798163	1618593803383	13317	6118		91.9	0.1	148267008.0	1854398464.0	148475904.0	1913339904.0	80824585.0	48517326.0	1679.0	756231.0	80244418.0	44212833.0	1108.0	81.0	/scratch1/btsheal/work/1a/cd8b91b556b3c42dd39a9c1b5d9e31			Yeast.004.001	2	80133192
a7/b6eb8b	38	2191279.pbs02	similarity_merge	Yeast.006.001	similarity_merge (Yeast.006.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618593793201	1618593798167	1618593813165	19964	13531		86.3	0.1	148840448.0	1854697472.0	149004288.0	1955127296.0	174827685.0	100104816.0	2157.0	1642619.0	174304858.0	95800225.0	1656.0	83.0	/scratch1/btsheal/work/a7/b6eb8b4a48b162bb385ae90927aec5			Yeast.006.001	2	174091892
5d/5ff36f	39	2191286.pbs02	similarity_merge	Yeast.007.001	similarity_merge (Yeast.007.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618593799179	1618593803412	1618593823166	23987	15977		94.1	0.1	150511616.0	1854472192.0	151085056.0	1913802752.0	239880158.0	135775180.0	2467.0	2256100.0	239299995.0	131470541.0	3356.0	93.0	/scratch1/btsheal/work/5d/5ff36f48e9ecb801d6f07fb193503f			Yeast.007.001	2	239122196
d5/73602e	40	2191280.pbs02	similarity_merge	Yeast.008.001	similarity_merge (Yeast.008.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618593796203	1618593803408	1618593828163	31960	22944		90.1	0.1	148934656.0	1855303680.0	148934656.0	1914023936.0	315173014.0	177048832.0	2820.0	2966185.0	314592852.0	172744145.0	3252.0	169.0	/scratch1/btsheal/work/d5/73602e757da6da948b31bcf3b6ec21			Yeast.008.001	2	314392812
15/17c9bc	49	2196509.pbs02	similarity_merge	Yeast.002.001	similarity_merge (Yeast.002.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618611710867	1618611717557	1618611717562	6695	1824		80.1	0.1	148664320.0	1853513728.0	149200896.0	1912528896.0	19939327.0	15050268.0	1395.0	182210.0	19362648.0	10753737.0	867.0	23.0	/scratch1/btsheal/work/15/17c9bcc9ef8caf03687a4d975e0714			Yeast.002.001	4	19291728
82/420f9c	50	2196510.pbs02	similarity_merge	Yeast.004.001	similarity_merge (Yeast.004.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618611714017	1618611717574	1618611727563	13546	6002		92.7	0.1	148721664.0	1854562304.0	148721664.0	1954840576.0	80825079.0	48517336.0	1680.0	756231.0	80244418.0	44212833.0	1698.0	43.0	/scratch1/btsheal/work/82/420f9cb168b10d0181c54276734d4f			Yeast.004.001	4	80133192
10/e443df	53	2196513.pbs02	similarity_merge	Yeast.003.001	similarity_merge (Yeast.003.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618611723297	1618611728278	1618611732566	9269	3895		91.8	0.1	148365312.0	1853947904.0	148471808.0	1912881152.0	46404346.0	29607220.0	1514.0	431722.0	45823609.0	25302777.0	707.0	49.0	/scratch1/btsheal/work/10/e443df1708c1db0396fc0a0912951e			Yeast.003.001	4	45734560
48/141e23	54	2196514.pbs02	similarity_merge	Yeast.001.001	similarity_merge (Yeast.001.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618611726332	1618611728281	1618611732585	6253	777		73.4	0.0	3530752.0	227995648.0	3530752.0	227995648.0	5951500.0	7319159.0	1321.0	50422.0	5370838.0	3015453.0	17.0	1.0	/scratch1/btsheal/work/48/141e238c58c749a10a284c57342ca6			Yeast.001.001	4	5326220
fa/b07a97	51	2196511.pbs02	similarity_merge	Yeast.006.001	similarity_merge (Yeast.006.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618611717113	1618611722562	1618611737565	20452	12603		95.4	0.1	149729280.0	1855283200.0	149729280.0	1955127296.0	174828236.0	100104833.0	2158.0	1642620.0	174247514.0	95800225.0	2798.0	130.0	/scratch1/btsheal/work/fa/b07a97aa960b96a2813692e3e19c31			Yeast.006.001	4	174091892
5c/583009	52	2196512.pbs02	similarity_merge	Yeast.005.001	similarity_merge (Yeast.005.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618611720148	1618611728273	1618611737580	17432	8970		94.3	0.1	150089728.0	1854554112.0	150089728.0	1913274368.0	122211954.0	71239028.0	1894.0	1146457.0	121631242.0	66934473.0	2509.0	79.0	/scratch1/btsheal/work/5c/583009b99a4cd303d7cfb8d58f81e0			Yeast.005.001	4	121497796
4d/b4a6d8	55	2196515.pbs02	similarity_merge	Yeast.007.001	similarity_merge (Yeast.007.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618611729370	1618611737592	1618611752566	23196	17031		95.4	0.1	149131264.0	1854840832.0	149258240.0	1913802752.0	239880717.0	135775207.0	2467.0	2256100.0	239299995.0	131470541.0	3580.0	142.0	/scratch1/btsheal/work/4d/b4a6d845de741a47a72c4320593762			Yeast.007.001	4	239122196
a1/7eb6c6	56	2196516.pbs02	similarity_merge	Yeast.008.001	similarity_merge (Yeast.008.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618611732445	1618611737595	1618611762566	30121	23566		96.7	0.1	150945792.0	1854947328.0	151056384.0	1914032128.0	315173585.0	177048858.0	2823.0	2966186.0	314592852.0	172744145.0	2785.0	156.0	/scratch1/btsheal/work/a1/7eb6c6608d08c4ca17185d3c5bbebb			Yeast.008.001	4	314392812
e6/63fa93	34	2193416.pbs02	similarity_merge	Yeast.006.001	similarity_merge (Yeast.006.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618601083486	1618601090286	1618601100290	16804	12600		94.7	0.1	148201472.0	1854521344.0	148795392.0	1955127296.0	174827987.0	100105598.0	2160.0	1642623.0	174267994.0	95808417.0	3203.0	152.0	/scratch1/btsheal/work/e6/63fa93fcf4724093d81fa3ca23becb			Yeast.006.001	2	174091892
a7/76416d	33	2193417.pbs02	similarity_merge	Yeast.004.001	similarity_merge (Yeast.004.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618601086998	1618601095289	1618601100313	13315	6000		93.4	0.1	148344832.0	1854398464.0	148631552.0	1913495552.0	80824860.0	48517322.0	1679.0	756231.0	80244418.0	44212833.0	1960.0	44.0	/scratch1/btsheal/work/a7/76416dc278bb8f8e1c17a4dceae81c			Yeast.004.001	2	80133192
eb/ea492c	35	2193418.pbs02	similarity_merge	Yeast.002.001	similarity_merge (Yeast.002.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618601090016	1618601095293	1618601100350	10334	1772		86.4	0.1	146530304.0	1853403136.0	146530304.0	1912123392.0	19939001.0	15049482.0	1395.0	182208.0	19358552.0	10745545.0	723.0	23.0	/scratch1/btsheal/work/eb/ea492cab304aa4a850f9625df7b5bf			Yeast.002.001	2	19291728
cc/085ac0	38	2193419.pbs02	similarity_merge	Yeast.001.001	similarity_merge (Yeast.001.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618601092891	1618601100364	1618601100369	7478	1070		82.1	0.0	3522560.0	227995648.0	3522560.0	227995648.0	5951302.0	7319143.0	1322.0	50422.0	5370838.0	3015453.0	17.0	1.0	/scratch1/btsheal/work/cc/085ac052828a29dd85564ebf3ca8bd			Yeast.001.001	2	5326220
37/a91160	37	2193420.pbs02	similarity_merge	Yeast.005.001	similarity_merge (Yeast.005.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618601095719	1618601100386	1618601110392	14673	8821		94.8	0.1	148455424.0	1854758912.0	148455424.0	1955000320.0	122211693.0	71239018.0	1896.0	1146458.0	121631242.0	66934473.0	2291.0	80.0	/scratch1/btsheal/work/37/a911605f8846962df44960fbb8de7d			Yeast.005.001	2	121497796
32/20fa7c	36	2193421.pbs02	similarity_merge	Yeast.003.001	similarity_merge (Yeast.003.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618601098627	1618601105287	1618601110411	11784	3653		90.9	0.1	147832832.0	1786863616.0	148578304.0	1846353920.0	46403962.0	29607156.0	1502.0	431718.0	45823609.0	25302777.0	1110.0	35.0	/scratch1/btsheal/work/32/20fa7c086377fc810cacd1d0bbe2a4			Yeast.003.001	2	45734560
b0/5bb26b	39	2193422.pbs02	similarity_merge	Yeast.007.001	similarity_merge (Yeast.007.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618601101742	1618601110426	1618601125292	23550	18228		89.5	0.1	148934656.0	1854717952.0	149164032.0	1955254272.0	239880442.0	135775207.0	2466.0	2256100.0	239299995.0	131470541.0	3503.0	178.0	/scratch1/btsheal/work/b0/5bb26b591db0a10a5567aacc5b049c			Yeast.007.001	2	239122196
e5/2935a4	40	2193424.pbs02	similarity_merge	Yeast.008.001	similarity_merge (Yeast.008.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618601104721	1618601111310	1618601135292	30571	24770		93.4	0.1	148750336.0	1854926848.0	149356544.0	1914384384.0	315173318.0	177048852.0	2824.0	2966187.0	314592852.0	172744145.0	2504.0	141.0	/scratch1/btsheal/work/e5/2935a4b377b8197debd3840b42f702			Yeast.008.001	2	314392812
26/5d6e66	81	2191821.pbs02	similarity_merge	Yeast.002.001	similarity_merge (Yeast.002.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618596025401	1618596097591	1618596101574	76173	2138		73.1	0.1	147517440.0	1853267968.0	147525632.0	1954570240.0	19938796.0	15049532.0	1392.0	182208.0	118854488.0	10745545.0	702.0	18.0	/scratch1/btsheal/work/26/5d6e6649c8a32a9775eb7e89aa6275			Yeast.002.001	8	19291728
63/980714	83	2191847.pbs02	similarity_merge	Yeast.001.001	similarity_merge (Yeast.001.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618596032800	1618596097603	1618596101623	68823	898		64.8	0.0	3067904.0	227995648.0	3067904.0	227995648.0	5951054.0	7319173.0	1321.0	50422.0	5370838.0	3015453.0	16.0	0.0	/scratch1/btsheal/work/63/9807143916d102d074fec34ee92a8a			Yeast.001.001	8	5326220
8d/6a1bed	82	2191833.pbs02	similarity_merge	Yeast.004.001	similarity_merge (Yeast.004.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618596028290	1618596097599	1618596106575	78285	6165		92.1	0.1	147505152.0	1854349312.0	148168704.0	1954840576.0	80824634.0	48517359.0	1677.0	756229.0	80244418.0	44212833.0	1518.0	55.0	/scratch1/btsheal/work/8d/6a1bedbe434357b6f31cbc9295ab30			Yeast.004.001	8	80133192
3e/fa39ad	84	2191862.pbs02	similarity_merge	Yeast.003.001	similarity_merge (Yeast.003.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618596035920	1618596097606	1618596106591	70671	4101		89.9	0.1	148238336.0	1853956096.0	148783104.0	1954713600.0	46403865.0	29607256.0	1514.0	431722.0	45823609.0	25302777.0	753.0	42.0	/scratch1/btsheal/work/3e/fa39ad6a345d557b5185880cdddc79			Yeast.003.001	8	45734560
b9/4dde62	85	2191876.pbs02	similarity_merge	Yeast.006.001	similarity_merge (Yeast.006.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618596038908	1618596106601	1618596116573	77665	12909		93.6	0.1	149045248.0	1854730240.0	149176320.0	1955127296.0	174827762.0	100104873.0	2157.0	1642620.0	174247514.0	95800225.0	3115.0	93.0	/scratch1/btsheal/work/b9/4dde625575aca9786796ff4118af32			Yeast.006.001	8	174091892
7b/b663e6	86	2191891.pbs02	similarity_merge	Yeast.005.001	similarity_merge (Yeast.005.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618596041882	1618596106610	1618596116612	74730	9010		94.1	0.1	147378176.0	1854062592.0	148144128.0	1955000320.0	122211260.0	71238944.0	1893.0	1146454.0	121631030.0	66934357.0	1984.0	133.0	/scratch1/btsheal/work/7b/b663e656445fab5cf4c235b961ed8f			Yeast.005.001	8	121497584
39/97b9a9	87	2191905.pbs02	similarity_merge	Yeast.008.001	similarity_merge (Yeast.008.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618596044986	1618596106615	1618596126574	81588	21772		95.1	0.1	148512768.0	1855217664.0	148844544.0	1955381248.0	315173100.0	177048891.0	2823.0	2966187.0	314592852.0	172744145.0	5502.0	102.0	/scratch1/btsheal/work/39/97b9a98b7ecad817fb3fe8c35f603f			Yeast.008.001	8	314392812
6e/05e03a	88	2191919.pbs02	similarity_merge	Yeast.007.001	similarity_merge (Yeast.007.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618596047999	1618596106619	1618596126590	78591	18021		94.9	0.1	148041728.0	1854767104.0	148279296.0	1913487360.0	239880262.0	135775256.0	2467.0	2256100.0	239299995.0	131470541.0	1991.0	105.0	/scratch1/btsheal/work/6e/05e03a0085918fdb20f3b66a5019a7			Yeast.007.001	8	239122196
25/792f98	81	2196718.pbs02	similarity_merge	Yeast.002.001	similarity_merge (Yeast.002.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618613793806	1618613800638	1618613800646	6840	1790		82.3	0.1	146333696.0	1853267968.0	146341888.0	1912131584.0	19939367.0	15050308.0	1396.0	182211.0	19362648.0	10753737.0	1049.0	24.0	/scratch1/btsheal/work/25/792f9843e50dd7e35056caa0947387			Yeast.002.001	8	19291728
a7/59a3c0	82	2196719.pbs02	similarity_merge	Yeast.004.001	similarity_merge (Yeast.004.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618613796836	1618613800674	1618613810644	13808	6141		91.7	0.1	148066304.0	1854709760.0	148561920.0	1954840576.0	80825111.0	48517367.0	1680.0	756231.0	80244418.0	44212833.0	1852.0	43.0	/scratch1/btsheal/work/a7/59a3c085f7b839338b984cd515de6e			Yeast.004.001	8	80133192
59/07e272	84	2196722.pbs02	similarity_merge	Yeast.003.001	similarity_merge (Yeast.003.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618613805747	1618613810665	1618613815647	9900	4985		72.2	0.1	147218432.0	1853935616.0	147849216.0	1913425920.0	46404374.0	29607266.0	1515.0	431722.0	45823609.0	25302777.0	824.0	44.0	/scratch1/btsheal/work/59/07e272054c41da783bfa5953fd5d04			Yeast.003.001	8	45734560
d9/3a6df8	85	2196723.pbs02	similarity_merge	Yeast.001.001	similarity_merge (Yeast.001.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618613808738	1618613815660	1618613815665	6927	1064		55.6	0.0	3084288.0	227995648.0	3084288.0	227995648.0	5951551.0	7319165.0	1319.0	50421.0	5370838.0	3015453.0	14.0	0.0	/scratch1/btsheal/work/d9/3a6df8794e715c435513a1a9e350e9			Yeast.001.001	8	5326220
08/a7803d	83	2196720.pbs02	similarity_merge	Yeast.006.001	similarity_merge (Yeast.006.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618613799804	1618613805643	1618613820646	20842	13367		90.4	0.1	148738048.0	1854656512.0	148738048.0	1913450496.0	174828272.0	100104876.0	2158.0	1642620.0	174247514.0	95800225.0	2829.0	155.0	/scratch1/btsheal/work/08/a7803db19da18716174a156f2e4178			Yeast.006.001	8	174091892
cd/b16be3	87	2196725.pbs02	similarity_merge	Yeast.005.001	similarity_merge (Yeast.005.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618613814682	1618613820671	1618613830650	15968	9959		90.4	0.1	150040576.0	1854308352.0	150212608.0	1955000320.0	122211961.0	71239070.0	1895.0	1146457.0	121631242.0	66934473.0	1392.0	96.0	/scratch1/btsheal/work/cd/b16be3d445376531f39362af51766e			Yeast.005.001	8	121497796
01/3d6c8b	86	2196721.pbs02	similarity_merge	Yeast.008.001	similarity_merge (Yeast.008.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618613802773	1618613810662	1618613835646	32873	24614		89.0	0.1	148606976.0	1855246336.0	149020672.0	1914380288.0	315173602.0	177048897.0	2822.0	2966186.0	314592852.0	172744145.0	5332.0	119.0	/scratch1/btsheal/work/01/3d6c8bc77d7673c702ab9304dcd027			Yeast.008.001	8	314392812
d3/60470f	88	2196724.pbs02	similarity_merge	Yeast.007.001	similarity_merge (Yeast.007.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618613811661	1618613815676	1618613835669	24008	18175		91.9	0.1	148586496.0	1854816256.0	148586496.0	1955254272.0	239880753.0	135775262.0	2467.0	2256100.0	239299995.0	131470541.0	4000.0	122.0	/scratch1/btsheal/work/d3/60470f2b33451a084008b3e1152730			Yeast.007.001	8	239122196
