hash	task_id	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	workdir	scratch	error_action	gene_set	n_genes	n_train_samples	n_perturb_samples
0a/94b95b	389	2668852.pbs02	visualize	gene-set-087	visualize (gene-set-087)	COMPLETED	0			1	86400000			1	1623221593039	1623221597796	1623221652125	59086	52944		106.1	0.7	458223616	1249120256	556875776	1283002368	481230348	152992747	40346	37062	27158	1785856	1924	137	/scratch1/btsheal/work/0a/94b95b1c212b333f6a818e2979afe7			gene-set-087	21	731	83
9d/82dd3d	390	2668854.pbs02	visualize	gene-set-089	visualize (gene-set-089)	COMPLETED	0			1	86400000			1	1623221606133	1623221612127	1623221662129	55996	49159		107.5	0.3	458567680	1224130560	559378432	1285996544	481216058	152519014	33116	37062	10774	1449984	3047	397	/scratch1/btsheal/work/9d/82dd3dd66fbbb98e4b6f18e807535b			gene-set-089	6	731	83
ab/c88d57	391	2668857.pbs02	visualize	gene-set-091	visualize (gene-set-091)	COMPLETED	0			1	86400000			1	1623221619316	1623221627144	1623221662236	42920	36663		108.8	0.3	455970816	1217380352	556470272	1279246336	481240827	152690067	43262	37062	18966	1454080	1892	145	/scratch1/btsheal/work/ab/c88d57c82f46be143deee09b96815e			gene-set-091	12	731	83
f5/9c1d54	392	2668859.pbs02	visualize	gene-set-092	visualize (gene-set-092)	COMPLETED	0			1	86400000			1	1623221632441	1623221637145	1623221687129	54688	50261		107.6	0.3	456400896	1221079040	556429312	1282945024	481215917	152503512	36721	37062	10774	1445888	1905	141	/scratch1/btsheal/work/f5/9c1d54179885ff0a9b846a5bcdb4bd			gene-set-092	6	731	83
4d/15b137	393	2668860.pbs02	visualize	gene-set-090	visualize (gene-set-090)	COMPLETED	0			1	86400000			1	1623221645582	1623221652142	1623221702130	56548	48208		107.8	0.3	456417280	1221079040	556240896	1282945024	481216002	152518639	39184	37062	10774	1454080	1924	175	/scratch1/btsheal/work/4d/15b13745eb1d94daf3126c41b33052			gene-set-090	6	731	83
36/354c1a	394	2668862.pbs02	visualize	gene-set-094	visualize (gene-set-094)	COMPLETED	0			1	86400000			1	1623221658789	1623221662966	1623221717129	58340	53507		106.4	0.7	457998336	1222197248	556310528	1283006464	481230259	152984063	30993	37062	27158	1789952	3048	129	/scratch1/btsheal/work/36/354c1a7163be24f1f7420363f6215e			gene-set-094	21	731	83
3e/2fbe37	396	2668867.pbs02	visualize	gene-set-095	visualize (gene-set-095)	COMPLETED	0			1	86400000			1	1623221684982	1623221692129	1623221727784	42802	37257		108.6	0.3	456327168	1217380352	556654592	1279246336	481243732	152780115	31040	37062	18966	1454080	3074	175	/scratch1/btsheal/work/3e/2fbe3718aa92ef9fd78a01ac543882			gene-set-095	15	731	83
78/abb146	395	2668864.pbs02	visualize	gene-set-093	visualize (gene-set-093)	COMPLETED	0			1	86400000			1	1623221671860	1623221677130	1623221732131	60271	52366		108.1	0.3	457039872	1221865472	555986944	1282945024	481225568	152818854	34850	37062	23062	1466368	1890	527	/scratch1/btsheal/work/78/abb1466f97552cc0395a51fa98aafe			gene-set-093	16	731	83
c3/61f3f1	397	2668869.pbs02	visualize	gene-set-096	visualize (gene-set-096)	COMPLETED	0			1	86400000			1	1623221698078	1623221702148	1623221757131	59053	53793		106.8	0.3	459907072	1222193152	556208128	1283010560	481229404	152946098	32721	37062	23062	1785856	1925	153	/scratch1/btsheal/work/c3/61f3f16ce96e760cdd333a2069c5c4			gene-set-096	20	731	83
be/5610e9	398	2668873.pbs02	visualize	gene-set-097	visualize (gene-set-097)	COMPLETED	0			1	86400000			1	1623221711369	1623221717146	1623221767133	55764	50139		107.9	0.4	559517696	1252966400	559517696	1285996544	481218924	152592857	31029	37062	14870	1449984	1914	162	/scratch1/btsheal/work/be/5610e9b901afabe1d1d0f73019b62e			gene-set-097	9	731	83
7a/1fe6fb	399	2668876.pbs02	visualize	gene-set-098	visualize (gene-set-098)	COMPLETED	0			1	86400000			1	1623221724376	1623221727803	1623221782133	57757	50656		107.9	0.7	457314304	1221865472	556388352	1282945024	481225604	152819413	38340	37062	23062	1462272	1900	169	/scratch1/btsheal/work/7a/1fe6fbebed28e6bc0494f00d04e1d9			gene-set-098	16	731	83
42/df56f1	400	2668877.pbs02	visualize	gene-set-099	visualize (gene-set-099)	COMPLETED	0			1	86400000			1	1623221737677	1623221742133	1623221797134	59457	53453		107.0	0.3	457592832	1222197248	555905024	1283006464	481230360	152992131	36943	37062	27158	1785856	3066	432	/scratch1/btsheal/work/42/df56f10008577340da13bff44f59cd			gene-set-099	21	731	83
95/090d8a	300	2668280.pbs02	visualize	gene-set-000	visualize (gene-set-000)	COMPLETED	0			1	86400000			1	1623214174506	1623214180392	1623214265398	90892	85345		103.9	0.3	403042304	1164447744	468119552	1227100160	481255668	155775351	31197	37305	151456278	5435392	4207	350	/scratch1/btsheal/work/95/090d8a3bd05ff447637db98b750365			gene-set-000	8	488	326
c0/412ca3	302	2668282.pbs02	visualize	gene-set-002	visualize (gene-set-002)	COMPLETED	0			1	86400000			1	1623214200943	1623214205393	1623214300403	99460	94985		102.9	0.3	403644416	1164709888	468307968	1227100160	481278872	156281938	31115	37305	151472662	5443584	4252	377	/scratch1/btsheal/work/c0/412ca3284680d98c37d7ea78425e3f			gene-set-002	12	488	326
65/c896d4	303	2668283.pbs02	visualize	gene-set-001	visualize (gene-set-001)	COMPLETED	0			1	86400000			1	1623214213966	1623214220395	1623214335402	121436	113967		103.9	0.3	404631552	1164709888	469159936	1227362304	481270641	156262985	39154	37305	151472662	5439488	4191	400	/scratch1/btsheal/work/65/c896d4aa0d90aa491f65d15a245163			gene-set-001	12	488	326
a8/8861e6	305	2668285.pbs02	visualize	gene-set-004	visualize (gene-set-004)	COMPLETED	0			1	86400000			1	1623214240225	1623214245401	1623214345404	105179	99112		103.2	0.3	403972096	1164972032	468684800	1227362304	481285548	156770128	44288	37305	151484950	5476352	4325	284	/scratch1/btsheal/work/a8/8861e68038e09928fef1d730ebfc65			gene-set-004	16	488	326
5b/2545a1	304	2668284.pbs02	visualize	gene-set-003	visualize (gene-set-003)	COMPLETED	0			1	86400000			1	1623214227055	1623214235394	1623214355402	128347	120637		104.0	0.3	404660224	1164972032	469102592	1227362304	481289297	156843431	42738	37305	72214	6520832	2656	372	/scratch1/btsheal/work/5b/2545a12f1c9ad9d450b8dc54beb065			gene-set-003	17	488	326
63/e2125d	307	2668287.pbs02	visualize	gene-set-006	visualize (gene-set-006)	COMPLETED	0			1	86400000			1	1623214266539	1623214270405	1623214355423	88884	85526		103.0	0.3	402997248	1164447744	468250624	1227100160	481255552	155757311	36960	37305	39446	5423104	2624	316	/scratch1/btsheal/work/63/e2125dd219b48f1384c2c1035b91e3			gene-set-006	8	488	326
ff/f5de49	310	2668290.pbs02	visualize	gene-set-009	visualize (gene-set-009)	COMPLETED	0			1	86400000			1	1623214306232	1623214310412	1623214410441	104209	95950		103.0	0.3	403214336	1164447744	468164608	1227100160	481275035	156115387	31205	37305	51734	5435392	2649	403	/scratch1/btsheal/work/ff/f5de4985a8a079c1272dbd58f26821			gene-set-009	11	488	326
3d/6fdf11	313	2668293.pbs02	visualize	gene-set-012	visualize (gene-set-012)	COMPLETED	0			1	86400000			1	1623214345883	1623214350415	1623214440448	94565	89037		103.5	0.3	404029440	1164185600	469028864	1227362304	481248032	155575711	31303	37305	31254	5431296	2750	313	/scratch1/btsheal/work/3d/6fdf11818ecb8ed06f001f80ee4739			gene-set-012	6	488	326
40/f3cf8d	312	2668292.pbs02	visualize	gene-set-011	visualize (gene-set-011)	COMPLETED	0			1	86400000			1	1623214332694	1623214365412	1623214460447	127753	90305		103.1	0.3	403808256	1164709888	468307968	1227100160	481274339	156384795	30991	37305	59926	5435392	3781	260	/scratch1/btsheal/work/40/f3cf8d27d97834fe2d995c0bf885e0			gene-set-011	13	488	326
8a/f871cc	308	2668288.pbs02	visualize	gene-set-007	visualize (gene-set-007)	COMPLETED	0			1	86400000			1	1623214279790	1623214345419	1623214475439	195649	129121		103.6	0.3	409210880	1165307904	469110784	1227423744	481304126	157441920	31489	37305	88598	6766592	3741	331	/scratch1/btsheal/work/8a/f871cce34734606d2479766ee7e363			gene-set-007	21	488	326
54/adbec8	314	2668294.pbs02	visualize	gene-set-013	visualize (gene-set-013)	COMPLETED	0			1	86400000			1	1623214359010	1623214365418	1623214475461	116451	110948		104.3	0.3	403918848	1164447744	468848640	1227362304	481255586	155778626	40299	37305	39446	5427200	2640	242	/scratch1/btsheal/work/54/adbec884f4f95017ef4fe34c9f600a			gene-set-013	8	488	326
66/55b000	309	2668289.pbs02	visualize	gene-set-008	visualize (gene-set-008)	COMPLETED	0			1	86400000			1	1623214292964	1623214420434	1623214525441	232477	107127		102.8	0.3	408993792	1165307904	468328448	1227157504	481312212	157454941	36920	37305	88598	6766592	3765	405	/scratch1/btsheal/work/66/55b000826dcc94f4540de1f403480c			gene-set-008	21	488	326
d9/944eb1	318	2668298.pbs02	visualize	gene-set-017	visualize (gene-set-017)	COMPLETED	0			1	86400000			1	1623214412026	1623214445450	1623214540453	128427	92789		103.2	0.3	403247104	1164447744	468537344	1227362304	481259668	155893205	37583	37305	43542	5431296	3784	259	/scratch1/btsheal/work/d9/944eb1a4f9aebe05f932b555e1fba7			gene-set-017	9	488	326
5c/8042a7	315	2668295.pbs02	visualize	gene-set-014	visualize (gene-set-014)	COMPLETED	0			1	86400000			1	1623214372250	1623214465441	1623214550446	178196	84389		103.2	0.3	403562496	1164185600	468631552	1227100160	481251464	155666312	30992	37305	35350	5431296	2651	225	/scratch1/btsheal/work/5c/8042a7220d1891e652f8baf055aed6			gene-set-014	7	488	326
95/fe52f7	321	2668301.pbs02	visualize	gene-set-020	visualize (gene-set-020)	COMPLETED	0			1	86400000			1	1623214451713	1623214485451	1623214580456	128743	93322		103.0	0.3	404094976	1164185600	468922368	1227362304	481251575	155646307	38758	37305	35350	5427200	2706	370	/scratch1/btsheal/work/95/fe52f764592f94a62e55c119722bb9			gene-set-020	7	488	326
d4/d17760	323	2668303.pbs02	visualize	gene-set-018	visualize (gene-set-018)	COMPLETED	0			1	86400000			1	1623214478231	1623214485456	1623214580475	102244	97403		102.7	0.3	404017152	1164709888	469147648	1227362304	481270387	156248923	36187	37305	55830	5427200	2654	508	/scratch1/btsheal/work/d4/d17760e9604fe9ae5574a095eb333c			gene-set-018	12	488	326
6a/339ae5	320	2668300.pbs02	visualize	gene-set-021	visualize (gene-set-021)	COMPLETED	0			1	86400000			1	1623214438509	1623214535453	1623214625459	186950	92240		103.3	0.3	403156992	1164185600	468316160	1227100160	481263731	155797815	34725	37305	39446	5443584	2645	405	/scratch1/btsheal/work/6a/339ae5f53d160e3b792217b624ae3b			gene-set-021	8	488	326
45/db06f7	328	2668308.pbs02	visualize	gene-set-028	visualize (gene-set-028)	COMPLETED	0			1	86400000			1	1623214543908	1623214550480	1623214645470	101562	96335		103.1	0.3	403537920	1164709888	468582400	1227362304	481270950	156265935	41668	37305	55830	5435392	2644	319	/scratch1/btsheal/work/45/db06f7c2e68a9f561fef8acc90c8f8			gene-set-028	12	488	326
5a/92fa57	306	2668286.pbs02	visualize	gene-set-005	visualize (gene-set-005)	COMPLETED	0			1	86400000			1	1623214253317	1623214556096	1623214650446	397129	91427		103.1	0.3	403603456	1164709888	468357120	1227100160	481281836	156632654	38479	37305	64022	5419008	3739	400	/scratch1/btsheal/work/5a/92fa571dc01f22fa9e8dfbff507d42			gene-set-005	15	488	326
da/a72290	324	2668304.pbs02	visualize	gene-set-022	visualize (gene-set-022)	COMPLETED	0			1	86400000			1	1623214491381	1623214585459	1623214680460	189079	95159		103.2	0.3	403312640	1164447744	468660224	1227362304	481259878	155898522	41750	37305	43542	5435392	3829	404	/scratch1/btsheal/work/da/a72290fd70dd7a005fbabeeeb377eb			gene-set-022	9	488	326
f2/57f255	331	2668311.pbs02	visualize	gene-set-030	visualize (gene-set-030)	COMPLETED	0			1	86400000			1	1623214583534	1623214590474	1623214700502	116968	109490		103.1	0.3	409260032	1165303808	469184512	1227419648	481304221	157470568	30994	37305	88598	6770688	2768	345	/scratch1/btsheal/work/f2/57f25513b64161617bbd14892bcbad			gene-set-030	21	488	326
49/e98c24	330	2668310.pbs02	visualize	gene-set-029	visualize (gene-set-029)	COMPLETED	0			1	86400000			1	1623214570289	1623214635470	1623214725494	155205	90174		102.7	0.3	403161088	1164185600	468406272	1227100160	481256253	155565788	34184	37305	31254	5419008	3815	366	/scratch1/btsheal/work/49/e98c24c54735ce1d4ade5120ca1f8e			gene-set-029	6	488	326
6a/5923a8	327	2668307.pbs02	visualize	gene-set-026	visualize (gene-set-026)	COMPLETED	0			1	86400000			1	1623214530759	1623214655465	1623214750496	219737	94040		103.2	0.3	403890176	1164972032	468295680	1227100160	481285345	156762063	33037	37305	68118	5455872	2641	335	/scratch1/btsheal/work/6a/5923a81511414557fe5353943274c0			gene-set-026	16	488	326
e6/740321	329	2668309.pbs02	visualize	gene-set-027	visualize (gene-set-027)	COMPLETED	0			1	86400000			1	1623214557087	1623214655469	1623214750511	193424	95300		103.5	0.3	403697664	1164447744	468934656	1227362304	481263280	156030226	40486	37305	47638	5443584	2699	257	/scratch1/btsheal/work/e6/740321f47c91f999fb0e8f60a227dc			gene-set-027	10	488	326
37/6a3464	334	2668314.pbs02	visualize	gene-set-033	visualize (gene-set-033)	COMPLETED	0			1	86400000			1	1623214623245	1623214690472	1623214790498	167253	102250		102.9	0.3	403513344	1164709888	468422656	1227362304	481281894	156631017	37125	37305	64022	5431296	2692	419	/scratch1/btsheal/work/37/6a34640a913311bd74a891e27c1c58			gene-set-033	15	488	326
c9/ebe610	340	2668320.pbs02	visualize	gene-set-039	visualize (gene-set-039)	COMPLETED	0			1	86400000			1	1623214702175	1623214705518	1623214810511	108336	101151		103.3	0.3	403623936	1164709888	468455424	1227362304	481282047	156648117	37378	37305	64022	5439488	3830	311	/scratch1/btsheal/work/c9/ebe610759ef16251aa445d3a63c8de			gene-set-039	15	488	326
59/2c44b2	317	2668297.pbs02	visualize	gene-set-015	visualize (gene-set-015)	COMPLETED	0			1	86400000			1	1623214398703	1623214736240	1623214825484	426781	90936		102.9	0.3	403230720	1164447744	468525056	1227100160	481263830	155774265	32148	37305	39446	5427200	2700	531	/scratch1/btsheal/work/59/2c44b2158b1953cc43a44c7a650050			gene-set-015	8	488	326
ce/99345b	337	2668317.pbs02	visualize	gene-set-036	visualize (gene-set-036)	COMPLETED	0			1	86400000			1	1623214662689	1623214755505	1623214850503	187814	94390		103.3	0.3	403472384	1164447744	468926464	1227362304	481263415	156017170	36109	37305	47638	5435392	2742	316	/scratch1/btsheal/work/ce/99345b252a1ac1319f17f17fdb2750			gene-set-036	10	488	326
c5/fa0b0d	319	2668299.pbs02	visualize	gene-set-019	visualize (gene-set-019)	COMPLETED	0			1	86400000			1	1623214425302	1623214760485	1623214856149	430847	92741		103.1	0.3	403873792	1164709888	468807680	1227100160	481281625	156644841	31019	37305	64022	5439488	3731	399	/scratch1/btsheal/work/c5/fa0b0d6194018206866868e66a06b7			gene-set-019	15	488	326
13/13b23c	322	2668302.pbs02	visualize	gene-set-023	visualize (gene-set-023)	COMPLETED	0			1	86400000			1	1623214464971	1623214796204	1623214900486	435515	98080		103.4	0.3	403697664	1164709888	468717568	1227362304	481270607	156274677	35872	37305	55830	5439488	2662	483	/scratch1/btsheal/work/13/13b23c03a279bc536accfedbacd061			gene-set-023	12	488	326
f6/53913a	346	2668327.pbs02	visualize	gene-set-045	visualize (gene-set-045)	COMPLETED	0			1	86400000			1	1623214781315	1623214815517	1623214910515	129200	92672		102.9	0.3	403083264	1164185600	468615168	1227362304	481251972	155680264	30991	37305	35350	5431296	2655	317	/scratch1/btsheal/work/f6/53913afd396557b9eb7fcd6de359da			gene-set-045	7	488	326
f4/2d2a05	345	2668326.pbs02	visualize	gene-set-044	visualize (gene-set-044)	COMPLETED	0			1	86400000			1	1623214768231	1623214835510	1623214930507	162276	96688		103.0	0.3	404369408	1164709888	468967424	1227100160	481286183	156503422	38563	37305	64022	5439488	3803	324	/scratch1/btsheal/work/f4/2d2a05e4741b4a3970016318836583			gene-set-044	14	488	326
d3/b38ccb	338	2668318.pbs02	visualize	gene-set-037	visualize (gene-set-037)	COMPLETED	0			1	86400000			1	1623214675764	1623214856176	1623214955503	279739	93849		103.0	0.3	402919424	1164447744	468332544	1227362304	481259414	155882283	35108	37305	43542	5431296	3819	300	/scratch1/btsheal/work/d3/b38ccba0cc2daada1a00b12f3c70c3			gene-set-037	9	488	326
24/720cbd	347	2668328.pbs02	visualize	gene-set-046	visualize (gene-set-046)	COMPLETED	0			1	86400000			1	1623214794513	1623214856196	1623214955527	161014	97949		103.2	0.3	406540288	1165303808	468127744	1227157504	481296519	157153385	34333	37305	80406	6770688	2618	314	/scratch1/btsheal/work/24/720cbd56a1605a32811b42f48b71ac			gene-set-046	19	488	326
ae/f40ab6	339	2668319.pbs02	visualize	gene-set-038	visualize (gene-set-038)	COMPLETED	0			1	86400000			1	1623214689007	1623214905498	1623215000539	311532	94346		103.3	0.3	402927616	1164185600	468484096	1227362304	481255891	155781880	37043	37305	39446	5439488	2721	430	/scratch1/btsheal/work/ae/f40ab6078b2178febc481bed5e9773			gene-set-038	8	488	326
ce/61c614	356	2668337.pbs02	visualize	gene-set-055	visualize (gene-set-055)	COMPLETED	0			1	86400000			1	1623214912908	1623214916206	1623215015562	102654	94944		103.3	0.3	402722816	1164185600	468414464	1227362304	481248211	155588922	37668	37305	31254	5435392	2684	345	/scratch1/btsheal/work/ce/61c61496ab7772afb06ca8174d0ada			gene-set-055	6	488	326
2e/1d8a6c	353	2668334.pbs02	visualize	gene-set-052	visualize (gene-set-052)	COMPLETED	0			1	86400000			1	1623214873445	1623214940529	1623215036279	162834	93717		103.1	0.3	403410944	1164447744	468295680	1227100160	481267955	155902048	36955	37305	43542	5439488	2676	517	/scratch1/btsheal/work/2e/1d8a6cacf1c3ac3095b04af56c632e			gene-set-052	9	488	326
09/455a15	332	2668312.pbs02	visualize	gene-set-032	visualize (gene-set-032)	COMPLETED	0			1	86400000			1	1623214596753	1623214960492	1623215050532	453779	90598		103.0	0.3	403206144	1164185600	468725760	1227362304	481248503	155577275	36005	37305	31254	5427200	2737	302	/scratch1/btsheal/work/09/455a15fd130f73c8e62198c6dfbe97			gene-set-032	6	488	326
62/ca903e	355	2668336.pbs02	visualize	gene-set-054	visualize (gene-set-054)	COMPLETED	0			1	86400000			1	1623214899843	1623214965529	1623215050579	150736	85809		103.1	0.3	403828736	1164447744	468566016	1227100160	481259125	155877788	31055	37305	43542	5427200	3750	303	/scratch1/btsheal/work/62/ca903e0302bea4f04211379976ea90			gene-set-054	9	488	326
49/96dab6	363	2668344.pbs02	visualize	gene-set-062	visualize (gene-set-062)	COMPLETED	0			1	86400000			1	1623215005236	1623215010577	1623215115570	110334	105969		103.1	0.3	407490560	1165045760	468926464	1227362304	481292870	157019774	35312	37305	76310	6770688	3892	432	/scratch1/btsheal/work/49/96dab62c728bb5a5b5e80fd244e2d7			gene-set-062	18	488	326
e8/2bb013	316	2668296.pbs02	visualize	gene-set-016	visualize (gene-set-016)	COMPLETED	0			1	86400000			1	1623214385521	1623215020520	1623215120528	735007	99136		103.4	0.3	404271104	1164709888	469032960	1227362304	481274302	156390812	34734	37305	59926	5439488	2705	354	/scratch1/btsheal/work/e8/2bb0135fbd24398283ea3ea82368da			gene-set-016	13	488	326
81/50d821	354	2668335.pbs02	visualize	gene-set-053	visualize (gene-set-053)	COMPLETED	0			1	86400000			1	1623214886670	1623215040562	1623215135560	248890	94710		103.4	0.3	403488768	1164447744	468303872	1227100160	481274885	156129196	30999	37305	51734	5435392	3804	389	/scratch1/btsheal/work/81/50d82167cf1dcbd7755ebd4047af8f			gene-set-053	11	488	326
ac/92ee2d	360	2668341.pbs02	visualize	gene-set-057	visualize (gene-set-057)	COMPLETED	0			1	86400000			1	1623214965412	1623215060558	1623215150568	185156	87675		104.0	0.3	403476480	1164447744	468275200	1227100160	481266537	156136089	31017	37305	51734	5435392	2608	297	/scratch1/btsheal/work/ac/92ee2d97dbfb2ba7e811a80a9a4f7f			gene-set-057	11	488	326
bc/8a2d70	344	2668325.pbs02	visualize	gene-set-043	visualize (gene-set-043)	COMPLETED	0			1	86400000			1	1623214755187	1623215060539	1623215165544	410357	104551		103.0	0.3	406704128	1165037568	468594688	1227415552	481293125	157008212	36012	37305	76310	6766592	2762	311	/scratch1/btsheal/work/bc/8a2d708aa490ab18b2c341bdaefe24			gene-set-043	18	488	326
fc/957bd4	342	2668323.pbs02	visualize	gene-set-042	visualize (gene-set-042)	COMPLETED	0			1	86400000			1	1623214728802	1623215125538	1623215225549	496747	98995		103.1	0.3	403816448	1164709888	468840448	1227362304	481274432	156375661	40136	37305	59926	5435392	2713	564	/scratch1/btsheal/work/fc/957bd45e2aed05572bd80553e288a6			gene-set-042	13	488	326
45/296eff	365	2668347.pbs02	visualize	gene-set-063	visualize (gene-set-063)	COMPLETED	0			1	86400000			1	1623215031720	1623215125572	1623215235565	203845	106556		103.0	0.3	406949888	1165303808	468529152	1227419648	481300481	157291795	34417	37305	84502	6766592	2765	302	/scratch1/btsheal/work/45/296eff57200564ad040a95cdf1a012			gene-set-063	20	488	326
d1/a8d536	364	2668345.pbs02	visualize	gene-set-064	visualize (gene-set-064)	COMPLETED	0			1	86400000			1	1623215018400	1623215145571	1623215240570	222170	95507		102.8	0.3	403640320	1164709888	468193280	1227100160	481278784	156253721	32622	37305	55830	5427200	2659	314	/scratch1/btsheal/work/d1/a8d5360046ec559a669415283d0145			gene-set-064	12	488	326
d8/fb35bb	349	2668330.pbs02	visualize	gene-set-048	visualize (gene-set-048)	COMPLETED	0			1	86400000			1	1623214820947	1623215156283	1623215250550	429603	93867		103.2	0.3	404971520	1164972032	468799488	1227100160	481285279	156767342	31001	37305	68118	5455872	3788	251	/scratch1/btsheal/work/d8/fb35bb62e7f9afb83188a592c295ee			gene-set-048	16	488	326
49/595a6d	348	2668329.pbs02	visualize	gene-set-047	visualize (gene-set-047)	COMPLETED	0			1	86400000			1	1623214807791	1623215170544	1623215270549	462758	95997		103.3	0.3	403542016	1164447744	468828160	1227362304	481266451	156103793	36585	37305	51734	5431296	3807	259	/scratch1/btsheal/work/49/595a6d86ccf731d93469c726a46040			gene-set-047	11	488	326
d7/3c9a29	325	2668305.pbs02	visualize	gene-set-025	visualize (gene-set-025)	COMPLETED	0			1	86400000			1	1623214504522	1623215230537	1623215330562	826040	101736		103.1	0.3	403763200	1164709888	469028864	1227362304	481277853	156478763	32727	37305	59926	5439488	2723	444	/scratch1/btsheal/work/d7/3c9a29378125db719f1b32e9db78f8			gene-set-025	14	488	326
0e/d0875b	369	2668352.pbs02	visualize	gene-set-070	visualize (gene-set-070)	COMPLETED	0			1	86400000			1	1623215084709	1623215240589	1623215336263	251554	96820		103.0	0.3	403267584	1164447744	468586496	1227362304	481266891	156138591	32082	37305	51734	5435392	2691	283	/scratch1/btsheal/work/0e/d0875bb7568e776ad633755919bd90			gene-set-070	11	488	326
8d/ed47cf	352	2668333.pbs02	visualize	gene-set-051	visualize (gene-set-051)	COMPLETED	0			1	86400000			1	1623214860326	1623215255555	1623215340579	480253	83953		103.4	0.3	403058688	1164185600	468054016	1227100160	481248008	155580054	33467	37305	31254	5431296	2641	257	/scratch1/btsheal/work/8d/ed47cfdb7a827ae1ca0956c3d621ff			gene-set-051	6	488	326
eb/3b42f7	372	2668355.pbs02	visualize	gene-set-072	visualize (gene-set-072)	COMPLETED	0			1	86400000			1	1623215123961	1623215250593	1623215340613	216652	89232		102.9	0.3	403165184	1164185600	468299776	1227100160	481255980	155578221	33562	37305	31254	5427200	3810	385	/scratch1/btsheal/work/eb/3b42f77cfa60b491864c88df1602b0			gene-set-072	6	488	326
92/420a28	383	2668367.pbs02	visualize	gene-set-081	visualize (gene-set-081)	COMPLETED	0			1	86400000			1	1623215269781	1623215276310	1623215380616	110835	102329		103.4	0.3	404365312	1164972032	468967424	1227362304	481289615	156849814	34282	37305	72214	6516736	2744	260	/scratch1/btsheal/work/92/420a28b3b3eb24773b06d0c089522c			gene-set-081	17	488	326
6f/93e63f	377	2668360.pbs02	visualize	gene-set-075	visualize (gene-set-075)	COMPLETED	0			1	86400000			1	1623215190344	1623215345611	1623215435612	245268	90778		103.3	0.3	403517440	1164709888	468197376	1227100160	481274198	156385537	37911	37305	59926	5435392	3758	296	/scratch1/btsheal/work/6f/93e63f3711a2fd52703783ab8da15b			gene-set-075	13	488	326
7d/00cd41	381	2668365.pbs02	visualize	gene-set-080	visualize (gene-set-080)	COMPLETED	0			1	86400000			1	1623215243322	1623215336297	1623215440615	197293	102088		103.0	0.3	404627456	1164972032	469192704	1227362304	481285197	156765893	36988	37305	68118	5443584	3805	575	/scratch1/btsheal/work/7d/00cd417692c0b3da7344cb6e574148			gene-set-080	16	488	326
bb/725a5a	343	2668324.pbs02	visualize	gene-set-041	visualize (gene-set-041)	COMPLETED	0			1	86400000			1	1623214741974	1623215345566	1623215450577	708603	103706		102.8	0.3	407343104	1165307904	468803584	1227161600	481308536	157288655	37287	37305	84502	6766592	2620	331	/scratch1/btsheal/work/bb/725a5a9e656e0cf259655be8aec205			gene-set-041	20	488	326
24/fea629	361	2668342.pbs02	visualize	gene-set-060	visualize (gene-set-060)	COMPLETED	0			1	86400000			1	1623214978689	1623215345580	1623215450604	471915	108378		103.2	0.3	407027712	1165299712	468533248	1227415552	481300876	157299755	36573	37305	84502	6770688	2762	394	/scratch1/btsheal/work/24/fea62989312c7f8c1e2eb6de9dd244			gene-set-060	20	488	326
18/b62a83	380	2668363.pbs02	visualize	gene-set-078	visualize (gene-set-078)	COMPLETED	0			1	86400000			1	1623215229950	1623215385608	1623215485615	255665	101867		103.2	0.3	404303872	1164972032	469254144	1227362304	481289506	156860189	34064	37305	72214	6610944	2734	272	/scratch1/btsheal/work/18/b62a83e8e8d8e1f46a6987da130993			gene-set-078	17	488	326
f6/bb4c3b	373	2668356.pbs02	visualize	gene-set-071	visualize (gene-set-071)	COMPLETED	0			1	86400000			1	1623215137234	1623215440596	1623215530605	393371	86227		103.4	0.3	403054592	1164447744	468074496	1227100160	481255608	155780185	31000	37305	39446	5435392	2627	356	/scratch1/btsheal/work/f6/bb4c3bd5d4980ebe693cd1a01f70a3			gene-set-071	8	488	326
75/db11fa	387	2668372.pbs02	visualize	gene-set-084	visualize (gene-set-084)	COMPLETED	0			1	86400000			1	1623215322314	1623215445623	1623215550621	228307	103113		102.8	0.3	403795968	1164972032	468602880	1227362304	481289456	156843831	33157	37305	72214	6610944	2746	762	/scratch1/btsheal/work/75/db11fa12dff69261cdf6d1b21feb4a			gene-set-084	17	488	326
90/aed877	388	2668374.pbs02	visualize	gene-set-088	visualize (gene-set-088)	COMPLETED	0			1	86400000			1	1623215335407	1623215456285	1623215560627	225220	96949		103.0	0.3	404377600	1164709888	468701184	1227100160	481278578	156275092	31027	37305	55830	5443584	3787	371	/scratch1/btsheal/work/90/aed877c9f5a7c6ecc57601ee8a2b6b			gene-set-088	12	488	326
93/610fc1	397	2668384.pbs02	visualize	gene-set-096	visualize (gene-set-096)	COMPLETED	0			1	86400000			1	1623215453925	1623215456307	1623215565658	111733	106477		102.9	0.3	406999040	1165307904	468500480	1227362304	481300377	157294603	37228	37305	84502	6770688	3911	380	/scratch1/btsheal/work/93/610fc170f6ad9e1025e379327ef769			gene-set-096	20	488	326
