hash	task_id	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	workdir	scratch	error_action	dataset	emx_bytes	ccm_bytes	cmx_bytes	threshold
03/c5208b	171	2197063.pbs02	extract	Yeast.002.001	extract (Yeast.002.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618616251042	1618616254492	1618616353756	102714	96644		35.6	0.1	148316160.0	1853419520.0	148316160.0	1912139776.0	21023742611.0	4675675.0	1284478.0	282.0	21023157240.0	370680.0	1508726.0	68.0	/scratch1/btsheal/work/03/c5208bd3b8ed0595eb15c484b327be			Yeast.002.001		9469143	1276339	0.779003
ad/8cd3e0	177	2197068.pbs02	extract	Yeast.003.001	extract (Yeast.003.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618616263156	1618616268767	1618616503784	240628	234197		28.3	0.1	149725184.0	1854152704.0	149725184.0	1954226176.0	54116490324.0	4788171.0	3304299.0	289.0	54115904971.0	482995.0	5532240.0	35.0	/scratch1/btsheal/work/ad/8cd3e044d4b50e4f987dd65b2dc50a			Yeast.003.001		22360474	2942240	0.810002
2d/69a7e7	172	2197065.pbs02	extract	Yeast.004.001	extract (Yeast.004.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618616254058	1618616258791	1618616683786	429728	422271		27.3	0.1	148590592.0	1854771200.0	148590592.0	1913491456.0	100376764185.0	4717965.0	6127802.0	284.0	100376178830.0	412739.0	9291243.0	36.0	/scratch1/btsheal/work/2d/69a7e79ea5cab458a6ae76d6032903			Yeast.004.001		39116887	5095883	0.831002
45/87c041	182	2197071.pbs02	extract	Yeast.005.001	extract (Yeast.005.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618616272205	1618616278764	1618616988817	716612	709983		24.2	0.1	147718144.0	1854734336.0	147718144.0	1913454592.0	156560071109.0	4805055.0	9556957.0	290.0	156559485753.0	499775.0	13499314.0	67.0	/scratch1/btsheal/work/45/87c041b6f7f1204e1e5327a13bacfd			Yeast.005.001		59257657	7676753	0.838002
e4/41ec48	181	2197070.pbs02	extract	Yeast.006.001	extract (Yeast.006.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618616269136	1618616273775	1618617278839	1009703	1001588		23.1	0.1	148594688.0	1855520768.0	148594688.0	1954226176.0	232474195078.0	4925431.0	14190390.0	297.0	232473609719.0	620087.0	18098328.0	65.0	/scratch1/btsheal/work/e4/41ec48c32a513bdbc5248a177e0964			Yeast.006.001		84854043	10946119	0.843002
77/065e47	183	2197072.pbs02	extract	Yeast.007.001	extract (Yeast.007.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618616276793	1618616283788	1618617728867	1452074	1446094		28.5	0.1	150548480.0	1856577536.0	150548480.0	1954226176.0	326600077343.0	5041296.0	19935377.0	301.0	326599494968.0	735960.0	20597834.0	92.0	/scratch1/btsheal/work/77/065e47810dcb66cc91b1098820e574			Yeast.007.001	4797438	116492411	14978067	0.847002
59/1dcd0f	184	2197073.pbs02	extract	Yeast.008.001	extract (Yeast.008.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618616286980	1618616293763	1618618238895	1951915	1942675		20.9	0.1	152276992.0	1857220608.0	152276992.0	1915940864.0	440230310957.0	4915287.0	26870815.0	292.0	440229728604.0	609927.0	28428775.0	623.0	/scratch1/btsheal/work/59/1dcd0f5f593ca2b6ec9cf6ba43e852			Yeast.008.001	5482943	153106013	19638069	0.860002
94/d12d89	61	2191299.pbs02	extract	Yeast.001.001	extract (Yeast.001.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618593827371	1618593833168	1618593853179	25808	17536		40.3	0.1	146968576.0	1853177856.0	146968576.0	1911898112.0	5050048103.0	4575197.0	309520.0	275.0	5049463288.0	270436.0	237966.0	19.0	/scratch1/btsheal/work/94/d12d895f43585735e185698967e677			Yeast.001.001		2639812	375578	0.731003
20/8804f5	60	2191298.pbs02	extract	Yeast.002.001	extract (Yeast.002.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618593824351	1618593828196	1618593928184	103833	96610		33.1	0.1	146321408.0	1853149184.0	146321408.0	1954226176.0	21023694605.0	4675628.0	1284473.0	279.0	21023112778.0	370677.0	1389634.0	52.0	/scratch1/btsheal/work/20/8804f5e69a16f7e8106bfa8742561d			Yeast.002.001	1373151	9469143	1276339	0.779003
16/9f0446	59	2191297.pbs02	extract	Yeast.003.001	extract (Yeast.003.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618593821269	1618593828192	1618594068190	246921	242389		24.3	0.1	147570688.0	1853927424.0	147570688.0	1954226176.0	54116467504.0	4788145.0	3304296.0	288.0	54115882753.0	482983.0	4090839.0	112.0	/scratch1/btsheal/work/16/9f044688ef5e44e3cc3f5794425590			Yeast.003.001		22360474	2942240	0.810002
73/877b02	66	2191302.pbs02	extract	Yeast.004.001	extract (Yeast.004.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618593836531	1618593844072	1618594283216	446685	441115		28.1	0.1	147439616.0	1854078976.0	147439616.0	1954226176.0	100376652659.0	4717963.0	6127794.0	284.0	100376067829.0	412739.0	6577216.0	40.0	/scratch1/btsheal/work/73/877b02c7b37023850f93eedbb8de23			Yeast.004.001		39116887	5095883	0.831002
f7/ae573b	65	2191301.pbs02	extract	Yeast.005.001	extract (Yeast.005.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618593833377	1618593838182	1618594478240	644863	639455		29.2	0.1	148979712.0	1855012864.0	148979712.0	1954226176.0	156559820084.0	4790693.0	9556941.0	288.0	156559235261.0	485448.0	9864317.0	71.0	/scratch1/btsheal/work/f7/ae573bebb7aed2a07c16b39b510b16			Yeast.005.001		59257554	7676740	0.839002
07/5bae08	70	2191304.pbs02	extract	Yeast.006.001	extract (Yeast.006.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618593843386	1618593848184	1618594813261	969875	961160		25.6	0.1	149012480.0	1855807488.0	149012480.0	1914527744.0	232474238902.0	4925416.0	14190390.0	297.0	232473654071.0	620075.0	14160007.0	95.0	/scratch1/btsheal/work/07/5bae0842bebbfeb227e4939f88a526			Yeast.006.001		84854043	10946119	0.843002
01/078411	71	2191305.pbs02	extract	Yeast.007.001	extract (Yeast.007.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618593847286	1618593853199	1618595143282	1295996	1289661		26.3	0.1	149762048.0	1856704512.0	149762048.0	1915424768.0	326600102036.0	5041333.0	19935378.0	304.0	326599517212.0	735946.0	20280717.0	81.0	/scratch1/btsheal/work/01/0784115e8039859f9f89c9263ec5af			Yeast.007.001		116492411	14978067	0.847002
11/450cfa	72	2191307.pbs02	extract	Yeast.008.001	extract (Yeast.008.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618593862383	1618593868185	1618595707761	1845378	1840193		24.7	0.1	149934080.0	1857093632.0	149934080.0	1915813888.0	440230291207.0	4940718.0	26870814.0	298.0	440229706372.0	635304.0	27742452.0	326.0	/scratch1/btsheal/work/11/450cfae9392ee1d4f1693ae5264667			Yeast.008.001		153106013	19638069	0.859002
8f/c739b2	81	2196527.pbs02	extract	Yeast.001.001	extract (Yeast.001.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618611766295	1618611772574	1618611792577	26282	17722		35.8	0.1	146731008.0	1853034496.0	146731008.0	1911754752.0	5050026088.0	4575218.0	309519.0	276.0	5049440739.0	270449.0	474266.0	16.0	/scratch1/btsheal/work/8f/c739b216156570d707130c3fdccaa7			Yeast.001.001		2639812	375578	0.731003
bc/609478	75	2196523.pbs02	extract	Yeast.002.001	extract (Yeast.002.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618611753947	1618611762610	1618611857573	103626	95930		31.3	0.1	146595840.0	1853149184.0	146595840.0	1911869440.0	21023695201.0	4675645.0	1284473.0	279.0	21023112838.0	370680.0	2452902.0	23.0	/scratch1/btsheal/work/bc/60947833d4b505a3d7768b62e47708			Yeast.002.001	1373151	9469143	1276339	0.779003
48/6ffcd3	80	2196526.pbs02	extract	Yeast.003.001	extract (Yeast.003.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618611763164	1618611767572	1618612017598	254434	248033		32.2	0.1	147447808.0	1853927424.0	147447808.0	1912647680.0	54116468107.0	4788150.0	3304296.0	287.0	54115882751.0	482995.0	4145585.0	34.0	/scratch1/btsheal/work/48/6ffcd397715e2d6e2b99ef3577d811			Yeast.003.001		22360474	2942240	0.810002
b2/81f71a	76	2196524.pbs02	extract	Yeast.004.001	extract (Yeast.004.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618611757009	1618611762614	1618612197618	440609	435091		26.7	0.1	150179840.0	1854771200.0	150179840.0	1913491456.0	100376764185.0	4717969.0	6127802.0	284.0	100376178830.0	412739.0	9337565.0	44.0	/scratch1/btsheal/work/b2/81f71a792356134133cf64b1062f28			Yeast.004.001		39116887	5095883	0.831002
ab/109517	86	2196530.pbs02	extract	Yeast.005.001	extract (Yeast.005.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618611775603	1618611782575	1618612547642	772039	766216		23.1	0.1	147972096.0	1854734336.0	147972096.0	1913454592.0	156560071093.0	4805062.0	9556956.0	288.0	156559485753.0	499775.0	11058899.0	621.0	/scratch1/btsheal/work/ab/109517e9a39259d4785fa1db7ab2ee			Yeast.005.001		59257657	7676753	0.838002
52/966d4f	85	2196529.pbs02	extract	Yeast.006.001	extract (Yeast.006.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618611772605	1618611777591	1618612727644	955039	947470		25.1	0.1	149073920.0	1855520768.0	149073920.0	1954226176.0	232474195061.0	4925405.0	14190388.0	295.0	232473609719.0	620087.0	17965499.0	65.0	/scratch1/btsheal/work/52/966d4fb5547b157abf21072ba7e4ed			Yeast.006.001		84854043	10946119	0.843002
6e/9f5946	87	2196531.pbs02	extract	Yeast.007.001	extract (Yeast.007.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618611780610	1618611788367	1618613252686	1472076	1465843		27.7	0.1	149647360.0	1856704512.0	149647360.0	1954226176.0	326600102622.0	5041353.0	19935379.0	304.0	326599517209.0	735960.0	21106962.0	109.0	/scratch1/btsheal/work/6e/9f594655b94036ca83577c5ece2cc1			Yeast.007.001		116492411	14978067	0.847002
42/ca81cb	88	2196543.pbs02	extract	Yeast.008.001	extract (Yeast.008.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618611790763	1618611797577	1618613577705	1786942	1777523		23.6	0.1	151302144.0	1857093632.0	151302144.0	1954226176.0	440230291713.0	4915330.0	26870814.0	295.0	440229706363.0	609927.0	33379220.0	84.0	/scratch1/btsheal/work/42/ca81cbd7f5197ef72ff171aa561406			Yeast.008.001		153106013	19638069	0.860002
df/2fead3	65	2193436.pbs02	extract	Yeast.001.001	extract (Yeast.001.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618601137201	1618601145308	1618601160311	23110	17987		34.9	0.1	146395136.0	1853034496.0	146395136.0	1954226176.0	5050025829.0	4575213.0	309519.0	276.0	5049440739.0	270449.0	419029.0	14.0	/scratch1/btsheal/work/df/2fead3df09034d45bb805e4235cb50			Yeast.001.001		2639812	375578	0.731003
37/a63aa7	61	2193434.pbs02	extract	Yeast.002.001	extract (Yeast.002.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618601131333	1618601140307	1618601235917	104584	96097		30.5	0.1	149098496.0	1853153280.0	149098496.0	1954226176.0	21023694885.0	4675609.0	1284472.0	278.0	21023112838.0	370680.0	2418023.0	15.0	/scratch1/btsheal/work/37/a63aa7b7b7f9498181da303c7839ab			Yeast.002.001	1373151	9469143	1276339	0.779003
3b/f09e14	67	2193437.pbs02	extract	Yeast.003.001	extract (Yeast.003.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618601140223	1618601145313	1618601390343	250120	245515		32.7	0.1	146853888.0	1853521920.0	146853888.0	1912242176.0	54116401256.0	4788173.0	3304294.0	289.0	54115816143.0	482995.0	3812773.0	367.0	/scratch1/btsheal/work/3b/f09e14352143e6aa58c7f4e91327d8			Yeast.003.001		22360474	2942240	0.810002
17/dc5f61	60	2193433.pbs02	extract	Yeast.004.001	extract (Yeast.004.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618601128426	1618601135318	1618601545349	416923	409903		28.0	0.1	147681280.0	1854484480.0	147681280.0	1954226176.0	100376716541.0	4717901.0	6127797.0	281.0	100376134434.0	412739.0	9242697.0	33.0	/scratch1/btsheal/work/17/dc5f61376bdf1445fed79aba5ce46e			Yeast.004.001	2743329	39116887	5095883	0.831002
b1/208bf0	66	2193438.pbs02	extract	Yeast.005.001	extract (Yeast.005.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618601143192	1618601150328	1618601825378	682186	675352		25.5	0.1	148619264.0	1855012864.0	148619264.0	1913733120.0	156560115291.0	4805040.0	9556961.0	290.0	156559530184.0	499775.0	13422880.0	58.0	/scratch1/btsheal/work/b1/208bf02bb3edba9ef91343027efd18			Yeast.005.001		59257657	7676753	0.838002
fb/9ddbed	59	2193432.pbs02	extract	Yeast.006.001	extract (Yeast.006.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618601125497	1618601135315	1618602195410	1069913	1061842		23.0	0.1	149688320.0	1855934464.0	149688320.0	1954226176.0	232474258393.0	4925385.0	14190392.0	293.0	232473676292.0	620087.0	15112073.0	591.0	/scratch1/btsheal/work/fb/9ddbed760c8b8aef925635f770b718			Yeast.006.001	4112749	84854043	10946119	0.843002
9d/085d6d	71	2193440.pbs02	extract	Yeast.007.001	extract (Yeast.007.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618601153514	1618601160328	1618602610439	1456925	1452096		29.5	0.1	150470656.0	1856704512.0	150470656.0	1954226176.0	326600102355.0	5041337.0	19935379.0	303.0	326599517209.0	735960.0	20368327.0	117.0	/scratch1/btsheal/work/9d/085d6d668e85b8dc21a564700f79dd			Yeast.007.001		116492411	14978067	0.847002
ba/9c611a	72	2193441.pbs02	extract	Yeast.008.001	extract (Yeast.008.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618601168255	1618601175931	1618602865460	1697205	1690753		25.0	0.1	153325568.0	1857093632.0	153325568.0	1915813888.0	440230291462.0	4915329.0	26870814.0	295.0	440229706363.0	609927.0	33418945.0	113.0	/scratch1/btsheal/work/ba/9c611a62bb6e1971b85027b93ff289			Yeast.008.001		153106013	19638069	0.860002
a1/176545	114	2192227.pbs02	extract	Yeast.001.001	extract (Yeast.001.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618596139626	1618596351611	1618596371610	231984	17918		41.6	0.1	146456576.0	1852874752.0	146456576.0	1911595008.0	5050003754.0	4575213.0	309518.0	276.0	5049418892.0	270436.0	228912.0	11.0	/scratch1/btsheal/work/a1/1765459547515751e8fb3266d227eb			Yeast.001.001		2639812	375578	0.731003
43/c4afc5	113	2192226.pbs02	extract	Yeast.002.001	extract (Yeast.002.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618596135437	1618596351608	1618596441613	306176	90344		32.5	0.1	145846272.0	1853149184.0	145846272.0	1954226176.0	21023694631.0	4675600.0	1284472.0	279.0	21023125066.0	370677.0	2090375.0	17.0	/scratch1/btsheal/work/43/c4afc5e58e94ba4831875758e520a1			Yeast.002.001	1373151	9469143	1276339	0.779003
6c/f5d59d	116	2192231.pbs02	extract	Yeast.003.001	extract (Yeast.003.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618596153157	1618596361617	1618596606632	453475	243433		33.0	0.1	147189760.0	1853526016.0	147189760.0	1912246272.0	54116400991.0	4788137.0	3304291.0	287.0	54115828433.0	482983.0	3754226.0	266.0	/scratch1/btsheal/work/6c/f5d59dea87d36ff2a20885e6f015de			Yeast.003.001		22360474	2942240	0.810002
8c/db7488	115	2192228.pbs02	extract	Yeast.004.001	extract (Yeast.004.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618596144475	1618596356637	1618596781645	637170	426085		26.6	0.1	149164032.0	1854771200.0	149164032.0	1913491456.0	100376763678.0	4717962.0	6127801.0	284.0	100376178833.0	412739.0	9038575.0	36.0	/scratch1/btsheal/work/8c/db7488deb19a131bf2c4522e1fe50a			Yeast.004.001		39116887	5095883	0.831002
93/3e2ecc	118	2192229.pbs02	extract	Yeast.005.001	extract (Yeast.005.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618596147342	1618596356641	1618597046668	899326	689917		30.4	0.1	148520960.0	1855299584.0	148520960.0	1954226176.0	156559861485.0	4790659.0	9556938.0	286.0	156559279658.0	485448.0	9572023.0	85.0	/scratch1/btsheal/work/93/3e2ecc060a1b6d402cd3d67dfbcdb5			Yeast.005.001	3428061	59257554	7676740	0.839002
8e/1c975c	117	2192230.pbs02	extract	Yeast.006.001	extract (Yeast.006.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618596150275	1618596361613	1618597281691	1131416	921045		24.7	0.1	148873216.0	1855520768.0	148873216.0	1954226176.0	232474194505.0	4925384.0	14190387.0	295.0	232473609674.0	620075.0	17819128.0	76.0	/scratch1/btsheal/work/8e/1c975c3f7c6a0dc32e292e12ece55f			Yeast.006.001		84854043	10946119	0.843002
25/df77dd	120	2192457.pbs02	extract	Yeast.007.001	extract (Yeast.007.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618596366245	1618596431623	1618597781727	1415482	1353674		24.7	0.1	152723456.0	1856577536.0	152723456.0	1915297792.0	326600076822.0	5041273.0	19935374.0	300.0	326599494971.0	735946.0	25702215.0	76.0	/scratch1/btsheal/work/25/df77dd4d358e13aed4403594d9d123			Yeast.007.001	4797438	116492411	14978067	0.847002
34/113f6d	119	2192451.pbs02	extract	Yeast.008.001	extract (Yeast.008.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618596362858	1618596426622	1618598276760	1913902	1847882		21.8	0.1	153681920.0	1857220608.0	153681920.0	1915940864.0	440230310458.0	4940653.0	26870813.0	293.0	440229728613.0	635304.0	28568471.0	578.0	/scratch1/btsheal/work/34/113f6df2a0c7a88516f4c230ac44db			Yeast.008.001	5482943	153106013	19638069	0.859002
a3/502d40	116	2196740.pbs02	extract	Yeast.001.001	extract (Yeast.001.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618613851566	1618613855656	1618613880657	29091	19986		37.7	0.1	146796544.0	1852747776.0	146796544.0	1954226176.0	5049981710.0	4575238.0	309516.0	276.0	5049396342.0	270449.0	256327.0	41.0	/scratch1/btsheal/work/a3/502d40975d94e1e394e237de8826fe			Yeast.001.001		2639812	375578	0.731003
c0/6d3484	104	2196732.pbs02	extract	Yeast.002.001	extract (Yeast.002.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618613832791	1618613836455	1618613930670	97879	90155		32.6	0.1	149295104.0	1853419520.0	149295104.0	1954226176.0	21023742543.0	4675657.0	1284477.0	282.0	21023157240.0	370680.0	2235984.0	22.0	/scratch1/btsheal/work/c0/6d3484e5140e470fc3c86da956f905			Yeast.002.001		9469143	1276339	0.779003
05/b3f94c	109	2196736.pbs02	extract	Yeast.003.001	extract (Yeast.003.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618613842258	1618613850649	1618614125683	283425	278590		24.9	0.1	147931136.0	1854279680.0	147931136.0	1912999936.0	54116512485.0	4788177.0	3304299.0	287.0	54115927147.0	482995.0	4031797.0	330.0	/scratch1/btsheal/work/05/b3f94caa65ed5bd061a79654e9e250			Yeast.003.001		22360474	2942240	0.810002
7e/9acf2b	108	2196735.pbs02	extract	Yeast.004.001	extract (Yeast.004.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618613839130	1618613845658	1618614315695	476565	471331		28.6	0.1	149716992.0	1854214144.0	149716992.0	1954226176.0	100376675350.0	4717963.0	6127790.0	283.0	100376090032.0	412739.0	6862886.0	41.0	/scratch1/btsheal/work/7e/9acf2b5ed372a0e831c19b53b6c218			Yeast.004.001		39116887	5095883	0.831002
df/401f2f	118	2196742.pbs02	extract	Yeast.005.001	extract (Yeast.005.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618613857589	1618613865656	1618614605721	748132	739768		27.6	0.1	149282816.0	1855680512.0	149282816.0	1954226176.0	156560226586.0	4805062.0	9556969.0	290.0	156559641175.0	499775.0	10255934.0	63.0	/scratch1/btsheal/work/df/401f2f717a8a957dffa437266d829e			Yeast.005.001		59257657	7676753	0.838002
14/5d666b	117	2196741.pbs02	extract	Yeast.006.001	extract (Yeast.006.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618613854554	1618613860681	1618614810736	956182	947116		24.6	0.1	148586496.0	1855242240.0	148586496.0	1954226176.0	232474150639.0	4925412.0	14190381.0	296.0	232473565288.0	620087.0	17622816.0	69.0	/scratch1/btsheal/work/14/5d666b8af53eaef39636192d5e2f77			Yeast.006.001		84854043	10946119	0.843002
ef/baa3e4	120	2196744.pbs02	extract	Yeast.007.001	extract (Yeast.007.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618613866803	1618613875660	1618615245759	1378956	1370634		24.8	0.1	149676032.0	1856577536.0	149676032.0	1915297792.0	326600077337.0	5041294.0	19935376.0	301.0	326599494968.0	735960.0	26194008.0	84.0	/scratch1/btsheal/work/ef/baa3e450b5b8588edeaa8eed3d668e			Yeast.007.001	4797438	116492411	14978067	0.847002
9a/2833b7	119	2196743.pbs02	extract	Yeast.008.001	extract (Yeast.008.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618613863727	1618613870657	1618615790800	1927073	1916405		22.2	0.1	149827584.0	1856839680.0	149827584.0	1954226176.0	440230247368.0	4915331.0	26870812.0	296.0	440229662010.0	609927.0	34416097.0	116.0	/scratch1/btsheal/work/9a/2833b7946b93527e3f65011d5cf360			Yeast.008.001		153106013	19638069	0.860002
