hash	task_id	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	workdir	scratch	error_action	gene_set	n_genes	n_train_samples
96/5c1af9	35	2668429.pbs02	train_target	gene-set-034	train_target (gene-set-034)	COMPLETED	0			1	86400000			1	1623216904050	1623216911792	1623216926781	22731	14862		98.6	0.4	493887488	2383491072	514215936	2403868672	447484362	143236652	35634	35398	7173674	7254016	3267	54	/scratch1/btsheal/work/96/5c1af9ac890598bf93a721f506ae7b			gene-set-034	6	731
36/6579bd	37	2668430.pbs02	train_target	gene-set-036	train_target (gene-set-036)	COMPLETED	0			1	86400000			1	1623216917163	1623216921778	1623216936781	19618	13151		98.5	0.5	627220480	13069348864	692862976	13069348864	447484377	143285834	35416	35398	1578	7303168	3295	52	/scratch1/btsheal/work/36/6579bdb82842fd9e1adca28f175a81			gene-set-036	10	731
02/74c470	36	2668431.pbs02	train_target	gene-set-035	train_target (gene-set-035)	COMPLETED	0			1	86400000			1	1623216930327	1623216936789	1623216951782	21455	14801		98.6	0.4	496021504	2385043456	514846720	2403868672	447484428	143261245	33975	35398	7194154	7278592	3262	50	/scratch1/btsheal/work/02/74c470b94a50e0d4733933e1b8af2d			gene-set-035	8	731
ce/07efbf	38	2668432.pbs02	train_target	gene-set-037	train_target (gene-set-037)	COMPLETED	0			1	86400000			1	1623216943545	1623216951792	1623216961781	18236	13171		98.4	0.5	629833728	13072277504	696336384	13105827840	447484356	143273531	34129	35398	7206442	7290880	3287	105	/scratch1/btsheal/work/ce/07efbf0503bb445b0baad3e9c37c61			gene-set-037	9	731
ea/6bd1fb	40	2668433.pbs02	train_target	gene-set-039	train_target (gene-set-039)	COMPLETED	0			1	86400000			1	1623216956723	1623216961791	1623216976782	20059	14830		98.5	0.4	496340992	2385715200	514424832	2403868672	447484425	143347308	33443	35398	7280170	7364608	3262	56	/scratch1/btsheal/work/ea/6bd1fb932b8009f636aff92b3e4590			gene-set-039	15	731
db/701b86	39	2668434.pbs02	train_target	gene-set-038	train_target (gene-set-038)	COMPLETED	0			1	86400000			1	1623216970031	1623216976790	1623216991783	21752	13791		98.7	0.4	504627200	2395054080	513228800	2403868672	447484357	143261244	33932	35398	7194154	7278592	3268	125	/scratch1/btsheal/work/db/701b861bb10ade405c07d6fde5fc8c			gene-set-038	8	731
9f/b3220b	41	2668435.pbs02	train_target	gene-set-040	train_target (gene-set-040)	COMPLETED	0			1	86400000			1	1623216983240	1623216986782	1623217006784	23544	15249		97.4	0.4	508030976	2397040640	508030976	2397040640	447484507	143408781	35103	35398	7341610	7426048	6643	49	/scratch1/btsheal/work/9f/b3220b540eeced56ea0ed5694f7f17			gene-set-040	20	731
2c/b2ce97	42	2668436.pbs02	train_target	gene-set-041	train_target (gene-set-041)	COMPLETED	0			1	86400000			1	1623216996500	1623217001783	1623217016785	20285	13812		97.3	0.4	505102336	2394648576	514510848	2403864576	447484450	143408789	37747	35398	1578	7426048	6642	117	/scratch1/btsheal/work/2c/b2ce97553f793a5e6b0c375b404e5a			gene-set-041	20	731
38/601380	44	2668437.pbs02	train_target	gene-set-043	train_target (gene-set-043)	COMPLETED	0			1	86400000			1	1623217009711	1623217016796	1623217031787	22076	14514		98.6	0.4	502063104	2389303296	516780032	2403868672	447484501	143384199	36088	35398	7317034	7401472	3267	58	/scratch1/btsheal/work/38/6013802d95e902d7d5066cf4f307ae			gene-set-043	18	731
82/f6d0df	43	2668438.pbs02	train_target	gene-set-042	train_target (gene-set-042)	COMPLETED	0			1	86400000			1	1623217023044	1623217026783	1623217041794	18750	13879		98.7	0.4	505577472	2395586560	514023424	2403868672	447484398	143322715	47819	35398	7255594	7340032	3267	121	/scratch1/btsheal/work/82/f6d0df339064fb30f67179231c38e7			gene-set-042	13	731
55/39dd0a	45	2668439.pbs02	train_target	gene-set-044	train_target (gene-set-044)	COMPLETED	0			1	86400000			1	1623217036222	1623217041807	1623217056792	20570	15004		98.6	0.4	496742400	2381373440	514158592	2403868672	447484470	143335011	32860	35398	7271978	7352320	3263	53	/scratch1/btsheal/work/55/39dd0a06007f11f750a65ac29b5e44			gene-set-044	14	731
c0/183fc8	46	2668440.pbs02	train_target	gene-set-045	train_target (gene-set-045)	COMPLETED	0			1	86400000			1	1623217049446	1623217056801	1623217071794	22348	13261		97.9	0.5	630530048	13072273408	696651776	13139382272	447484355	143248944	32806	35398	7181866	7266304	3291	48	/scratch1/btsheal/work/c0/183fc86dd7dbdb3b317b7d55219f67			gene-set-045	7	731
a3/8aa99b	47	2668441.pbs02	train_target	gene-set-046	train_target (gene-set-046)	COMPLETED	0			1	86400000			1	1623217062603	1623217066792	1623217081795	19192	15051		98.8	0.4	513581056	2403344384	513581056	2403344384	447484502	143396488	34139	35398	7329322	7413760	3266	63	/scratch1/btsheal/work/a3/8aa99b319dd7c38149f13fb5e6f83e			gene-set-046	19	731
57/631846	49	2668442.pbs02	train_target	gene-set-047	train_target (gene-set-047)	COMPLETED	0			1	86400000			1	1623217075798	1623217081804	1623217096792	20994	13490		98.4	0.4	580743168	2446815232	693125120	2559102976	447484378	143298119	32806	35398	7231018	7315456	3273	112	/scratch1/btsheal/work/57/63184669bcf02078935e4201375828			gene-set-047	11	731
9b/28da4c	48	2668443.pbs02	train_target	gene-set-049	train_target (gene-set-049)	COMPLETED	0			1	86400000			1	1623217089024	1623217096803	1623217111796	22772	14693		98.5	0.4	496906240	2385440768	515264512	2403864576	447484428	143261245	33243	35398	7198250	7278592	3267	55	/scratch1/btsheal/work/9b/28da4ce892c2265a989764ff60fa5c			gene-set-049	8	731
fe/890aa0	50	2668444.pbs02	train_target	gene-set-048	train_target (gene-set-048)	COMPLETED	0			1	86400000			1	1623217101023	1623217106793	1623217121794	20771	13732		98.2	0.4	510808064	2397302784	517349376	2403868672	447484412	143359594	41042	35398	7292458	7376896	3268	51	/scratch1/btsheal/work/fe/890aa0e35617af070af0667bc425b9			gene-set-048	16	731
f3/d931a9	51	2668445.pbs02	train_target	gene-set-050	train_target (gene-set-050)	COMPLETED	0			1	86400000			1	1623217114181	1623217121805	1623217136798	22617	14916		97.5	0.4	516132864	2403618816	516132864	2403618816	447484489	143396475	33795	35398	7329322	7413760	6638	53	/scratch1/btsheal/work/f3/d931a91b547246af400f98fb1e467e			gene-set-050	19	731
74/2e6cb0	52	2668446.pbs02	train_target	gene-set-051	train_target (gene-set-051)	COMPLETED	0			1	86400000			1	1623217127302	1623217131795	1623217146798	19496	13469		97.0	0.4	584929280	2518966272	694972416	2586075136	447484353	143236649	43942	35398	7169578	7254016	6654	57	/scratch1/btsheal/work/74/2e6cb011c70851207be41b894a50a6			gene-set-051	6	731
b9/a87ff8	53	2668447.pbs02	train_target	gene-set-052	train_target (gene-set-052)	COMPLETED	0			1	86400000			1	1623217140404	1623217146806	1623217161798	21394	15119		98.8	0.4	512196608	2403213312	512196608	2403213312	447484430	143273535	43601	35398	7206442	7290880	3269	56	/scratch1/btsheal/work/b9/a87ff851c6cbeb3613f8b2d968e10a			gene-set-052	9	731
23/b4dba5	54	2668448.pbs02	train_target	gene-set-053	train_target (gene-set-053)	COMPLETED	0			1	86400000			1	1623217153652	1623217161806	1623217171798	18146	13227		98.5	0.4	574894080	2628071424	682717184	2628071424	447484340	143298122	34668	35397	7231018	7315456	3279	117	/scratch1/btsheal/work/23/b4dba5a09dae6250248a546cd83ee5			gene-set-053	11	731
82/8d2aec	55	2668450.pbs02	train_target	gene-set-054	train_target (gene-set-054)	COMPLETED	0			1	86400000			1	1623217166870	1623217171806	1623217186804	19934	14621		98.8	0.4	500764672	2388500480	515997696	2403868672	447484425	143273530	44726	35398	7206442	7290880	3265	55	/scratch1/btsheal/work/82/8d2aec4bda16ec70357cc8c022f57a			gene-set-054	9	731
9e/3ec96e	56	2668451.pbs02	train_target	gene-set-055	train_target (gene-set-055)	COMPLETED	0			1	86400000			1	1623217179956	1623217186818	1623217201800	21844	13326		98.6	0.4	585977856	2518966272	696721408	2586075136	447484350	143236651	41210	35398	7169578	7254016	3278	45	/scratch1/btsheal/work/9e/3ec96e34ce79fd23c629f750ef7531			gene-set-055	6	731
ff/adf24d	57	2668452.pbs02	train_target	gene-set-056	train_target (gene-set-056)	COMPLETED	0			1	86400000			1	1623217193223	1623217196800	1623217216804	23581	15137		97.9	0.5	692293632	2559102976	692293632	2559102976	447484469	143335014	45818	35398	7267882	7352320	3272	166	/scratch1/btsheal/work/ff/adf24d31cfe1ab089e56405d279723			gene-set-056	14	731
1d/fae37c	58	2668453.pbs02	train_target	gene-set-057	train_target (gene-set-057)	COMPLETED	0			1	86400000			1	1623217206435	1623217212452	1623217226805	20370	13100		98.6	0.5	629444608	13072285696	695078912	13139394560	447484395	143298121	35900	35398	7231018	7315456	3288	78	/scratch1/btsheal/work/1d/fae37c7b303da79d62eb57a29bac26			gene-set-057	11	731
33/23fe67	59	2668454.pbs02	train_target	gene-set-058	train_target (gene-set-058)	COMPLETED	0			1	86400000			1	1623217219543	1623217226833	1623217241804	22261	14709		98.5	0.4	496599040	2385715200	514682880	2403868672	447484461	143335007	35317	35398	7267882	7352320	3264	51	/scratch1/btsheal/work/33/23fe67852ec1ceb2ff31a789d2104a			gene-set-058	14	731
c6/2b2c39	60	2668455.pbs02	train_target	gene-set-059	train_target (gene-set-059)	COMPLETED	0			1	86400000			1	1623217232744	1623217236802	1623217251804	19060	13935		98.4	0.4	506544128	2394120192	516358144	2403868672	447484453	143396498	32819	35398	7329322	7413760	3264	131	/scratch1/btsheal/work/c6/2b2c39eec0ffffae9c1318c8d9d063			gene-set-059	19	731
59/27f30c	61	2668456.pbs02	train_target	gene-set-060	train_target (gene-set-060)	COMPLETED	0			1	86400000			1	1623217245943	1623217251813	1623217266804	20861	14929		97.4	0.4	497565696	2380230656	514899968	2403868672	447484515	143408789	33991	35398	7345706	7426048	6640	47	/scratch1/btsheal/work/59/27f30c9074921fca45b5ad9de5802f			gene-set-060	20	731
8b/456a76	62	2668457.pbs02	train_target	gene-set-061	train_target (gene-set-061)	COMPLETED	0			1	86400000			1	1623217261949	1623217266812	1623217281804	19855	13441		97.3	0.4	584908800	2518962176	694980608	2586071040	447484433	143359610	42111	35398	7292458	7376896	6647	54	/scratch1/btsheal/work/8b/456a76a04671c6cee6bff54fdf7d16			gene-set-061	16	731
fb/0855d3	63	2668458.pbs02	train_target	gene-set-062	train_target (gene-set-062)	COMPLETED	0			1	86400000			1	1623217275152	1623217281812	1623217296802	21650	15657		98.7	0.4	502837248	2392424448	502837248	2392424448	447484491	143384189	41759	35398	7317034	7401472	3267	47	/scratch1/btsheal/work/fb/0855d3468cfb7f97ed428beff24226			gene-set-062	18	731
89/449856	65	2668459.pbs02	train_target	gene-set-064	train_target (gene-set-064)	COMPLETED	0			1	86400000			1	1623217288351	1623217291802	1623217306806	18455	13184		98.5	0.5	626667520	13069348864	691634176	13102903296	447484396	143310413	35373	35397	7243306	7327744	3295	55	/scratch1/btsheal/work/89/449856d20c8664b6cababe2133b988			gene-set-064	12	731
cc/73cc48	64	2668460.pbs02	train_target	gene-set-063	train_target (gene-set-063)	COMPLETED	0			1	86400000			1	1623217301520	1623217306814	1623217321806	20286	15403		98.7	0.4	508411904	2397298688	508411904	2397298688	447484505	143408771	39420	35398	7341610	7426048	3269	55	/scratch1/btsheal/work/cc/73cc48d38fd82d46cfe5e97d23b4c5			gene-set-063	20	731
9c/5aafe5	66	2668461.pbs02	train_target	gene-set-065	train_target (gene-set-065)	COMPLETED	0			1	86400000			1	1623217314617	1623217321815	1623217336811	22194	13879		98.2	0.4	507867136	2397040640	514543616	2403868672	447484367	143261243	32809	35398	7194154	7278592	3267	121	/scratch1/btsheal/work/9c/5aafe52c76710f9af586810138cb3d			gene-set-065	8	731
54/38af9e	67	2668462.pbs02	train_target	gene-set-066	train_target (gene-set-066)	COMPLETED	0			1	86400000			1	1623217327630	1623217332448	1623217346816	19186	15076		98.7	0.4	511631360	2399510528	511631360	2399510528	447484447	143310417	39938	35398	7243306	7327744	3268	44	/scratch1/btsheal/work/54/38af9e5f1bbb22cb42794fd3fd643e			gene-set-066	12	731
a8/4a693c	69	2668463.pbs02	train_target	gene-set-068	train_target (gene-set-068)	COMPLETED	0			1	86400000			1	1623217340847	1623217346829	1623217361818	20971	13099		98.5	0.5	616267776	13059063808	681324544	13126172672	447484454	143421075	37330	35398	7353898	7438336	3286	113	/scratch1/btsheal/work/a8/4a693cbfb2db92711e61a1e1ba6541			gene-set-068	21	731
1c/4d8e4d	68	2668464.pbs02	train_target	gene-set-067	train_target (gene-set-067)	COMPLETED	0			1	86400000			1	1623217354076	1623217361829	1623217376819	22743	14608		98.3	0.4	496857088	2386513920	514277376	2403868672	447484413	143248942	35588	35398	7181866	7266304	3270	54	/scratch1/btsheal/work/1c/4d8e4d2107f9eb73653bee77399c90			gene-set-067	7	731
02/dbb6e5	71	2668465.pbs02	train_target	gene-set-071	train_target (gene-set-071)	COMPLETED	0			1	86400000			1	1623217367372	1623217371817	1623217386817	19445	14127		98.4	0.4	499277824	2389639168	513462272	2403868672	447484359	143261235	40755	35398	7194154	7278592	3267	49	/scratch1/btsheal/work/02/dbb6e550b604ffed1490d44318c4c0			gene-set-071	8	731
cf/a8946a	70	2668467.pbs02	train_target	gene-set-069	train_target (gene-set-069)	COMPLETED	0			1	86400000			1	1623217380635	1623217386828	1623217401822	21187	15621		97.6	0.4	499326976	2388631552	499326976	2388631552	447484459	143322717	33942	35398	7255594	7340032	6642	43	/scratch1/btsheal/work/cf/a8946acf34e7e24b4a6939aa2bc279			gene-set-069	13	731
ee/7ffa38	72	2668468.pbs02	train_target	gene-set-070	train_target (gene-set-070)	COMPLETED	0			1	86400000			1	1623217393895	1623217401832	1623217411819	17924	13285		97.2	0.4	587558912	7348695040	691957760	7472328704	447484385	143298126	32806	35398	7231018	7315456	6659	43	/scratch1/btsheal/work/ee/7ffa3822d72ca27857eb47b5bca423			gene-set-070	11	731
7c/d0c22c	73	2668469.pbs02	train_target	gene-set-072	train_target (gene-set-072)	COMPLETED	0			1	86400000			1	1623217407058	1623217411827	1623217426819	19761	15043		98.6	0.4	510013440	2401075200	510013440	2401075200	447484412	143236653	32807	35398	7173674	7254016	3265	52	/scratch1/btsheal/work/7c/d0c22c10f03aebfbd441b3145094d7			gene-set-072	6	731
f9/13652b	74	2668470.pbs02	train_target	gene-set-073	train_target (gene-set-073)	COMPLETED	0			1	86400000			1	1623217420308	1623217426828	1623217441820	21512	13507		97.5	0.4	584003584	2518958080	695889920	2586066944	447484300	143236648	32806	35398	7169578	7254016	3275	115	/scratch1/btsheal/work/f9/13652bca14dd59093d6db5c4d7f139			gene-set-073	6	731
87/093871	76	2668471.pbs02	train_target	gene-set-075	train_target (gene-set-075)	COMPLETED	0			1	86400000			1	1623217433549	1623217441827	1623217456824	23275	14654		98.5	0.4	496627712	2384023552	516530176	2403864576	447484452	143322710	32851	35398	7255594	7340032	3270	47	/scratch1/btsheal/work/87/093871f719098cfde9da8e69c0e186			gene-set-075	13	731
25/b8bc2c	75	2668472.pbs02	train_target	gene-set-074	train_target (gene-set-074)	COMPLETED	0			1	86400000			1	1623217446750	1623217452458	1623217466825	20075	13091		98.2	0.6	758435840	26110267392	785530880	26110267392	447484334	143298124	38677	35398	7235114	7315456	3306	51	/scratch1/btsheal/work/25/b8bc2c51cf165851a20fd4922854f9			gene-set-074	11	731
15/e37089	77	2668473.pbs02	train_target	gene-set-076	train_target (gene-set-076)	COMPLETED	0			1	86400000			1	1623217459947	1623217466833	1623217481826	21879	14600		98.5	0.4	500908032	2389303296	515624960	2403864576	447484433	143285827	34113	35398	7218730	7303168	3269	59	/scratch1/btsheal/work/15/e37089779f3cce5e5501c9ea2cbd06			gene-set-076	10	731
94/3042cc	78	2668474.pbs02	train_target	gene-set-077	train_target (gene-set-077)	COMPLETED	0			1	86400000			1	1623217473237	1623217476823	1623217491827	18590	13568		98.8	0.4	566427648	2432778240	572235776	2438905856	447484461	143408793	41952	35398	7341610	7426048	3273	114	/scratch1/btsheal/work/94/3042cc67f444cfc0a0dc3d26659c4f			gene-set-077	20	731
7a/290d64	79	2668475.pbs02	train_target	gene-set-078	train_target (gene-set-078)	COMPLETED	0			1	86400000			1	1623217486485	1623217491840	1623217506828	20343	14971		99.0	0.4	498192384	2380636160	514592768	2403868672	447484449	143371903	41421	35398	7304746	7389184	3268	52	/scratch1/btsheal/work/7a/290d642227b4be03fe5fbb48ef1074			gene-set-078	17	731
98/dcfc7f	80	2668476.pbs02	train_target	gene-set-079	train_target (gene-set-079)	COMPLETED	0			1	86400000			1	1623217499673	1623217506835	1623217521828	22155	13549		98.6	0.5	632152064	2562674688	632152064	2562674688	447484376	143261251	39889	35398	7194154	7278592	3272	129	/scratch1/btsheal/work/98/dcfc7fb18f95554e9e02ca6e81f72e			gene-set-079	8	731
06/e00f2e	81	2668477.pbs02	train_target	gene-set-080	train_target (gene-set-080)	COMPLETED	0			1	86400000			1	1623217512815	1623217516826	1623217531828	19013	14616		97.7	0.4	499171328	2389303296	513622016	2403868672	447484478	143359595	44859	35398	7292458	7376896	6637	57	/scratch1/btsheal/work/06/e00f2e95966219b3cb96a41ebb8102			gene-set-080	16	731
5e/45fa0f	82	2668478.pbs02	train_target	gene-set-081	train_target (gene-set-081)	COMPLETED	0			1	86400000			1	1623217525975	1623217531836	1623217546829	20854	13421		97.1	0.5	691712000	2559102976	691712000	2559102976	447484429	143371897	35296	35398	7304746	7389184	6648	119	/scratch1/btsheal/work/5e/45fa0f413385c42cb320a591c65d9f			gene-set-081	17	731
c3/7143ee	83	2668479.pbs02	train_target	gene-set-082	train_target (gene-set-082)	COMPLETED	0			1	86400000			1	1623217539239	1623217546839	1623217561831	22592	14751		98.7	0.4	494452736	2383355904	515051520	2403868672	447484477	143371887	32829	35398	7304746	7389184	3267	49	/scratch1/btsheal/work/c3/7143ee172ac7b345f160838b8a9b33			gene-set-082	17	731
89/2e0c2e	84	2668480.pbs02	train_target	gene-set-084	train_target (gene-set-084)	COMPLETED	0			1	86400000			1	1623217552560	1623217556828	1623217571829	19269	13159		98.0	0.5	721539072	13072351232	721539072	13105868800	447484416	143371885	36155	35398	7304746	7389184	3286	52	/scratch1/btsheal/work/89/2e0c2e0ce5a79d0ab2c5abb04d0efc			gene-set-084	17	731
ce/71d4ba	86	2668481.pbs02	train_target	gene-set-085	train_target (gene-set-085)	COMPLETED	0			1	86400000			1	1623217565918	1623217571840	1623217586830	20912	15139		98.8	0.4	513249280	2403209216	513249280	2403209216	447484466	143335012	46047	35398	7267882	7352320	3265	46	/scratch1/btsheal/work/ce/71d4ba93d578eb35f69632293edd4f			gene-set-085	14	731
2f/91f4d7	87	2668482.pbs02	train_target	gene-set-086	train_target (gene-set-086)	COMPLETED	0			1	86400000			1	1623217579112	1623217586840	1623217596831	17719	13089		98.5	0.5	627109888	13069348864	692629504	13102899200	447484426	143371895	32805	35397	7304746	7389184	3284	57	/scratch1/btsheal/work/2f/91f4d71c0fa12c7c31e140dcf385a9			gene-set-086	17	731
d1/4e40a0	85	2668483.pbs02	train_target	gene-set-083	train_target (gene-set-083)	COMPLETED	0			1	86400000			1	1623217592223	1623217596840	1623217611834	19611	15169		98.5	0.4	510644224	2398707712	510644224	2398707712	447484491	143384189	32912	35398	7317034	7401472	3268	44	/scratch1/btsheal/work/d1/4e40a09df25933490fb93ac4341656			gene-set-083	18	731
33/142208	89	2668484.pbs02	train_target	gene-set-088	train_target (gene-set-088)	COMPLETED	0			1	86400000			1	1623217605366	1623217611842	1623217626834	21468	13218		98.6	0.4	588218368	2540675072	696459264	2586079232	447484349	143310426	36567	35398	7243306	7327744	3277	118	/scratch1/btsheal/work/33/142208038e96d166abb39349f1d6e1			gene-set-088	12	731
c4/7b2e97	88	2668485.pbs02	train_target	gene-set-087	train_target (gene-set-087)	COMPLETED	0			1	86400000			1	1623217618582	1623217626844	1623217641842	23260	15034		98.5	0.4	497324032	2380500992	515837952	2403864576	447484526	143421072	36155	35398	7357994	7438336	3270	58	/scratch1/btsheal/work/c4/7b2e97457098a54824f2a0599055da			gene-set-087	21	731
ba/f3b21f	90	2668486.pbs02	train_target	gene-set-089	train_target (gene-set-089)	COMPLETED	0			1	86400000			1	1623217631816	1623217637461	1623217651841	20025	13063		98.6	0.5	721436672	13072269312	721436672	13139288064	447484302	143236650	41907	35398	7169578	7254016	3288	115	/scratch1/btsheal/work/ba/f3b21fe322e14bef853ac2a913c990			gene-set-089	6	731
9b/179216	91	2668487.pbs02	train_target	gene-set-091	train_target (gene-set-091)	COMPLETED	0			1	86400000			1	1623217645091	1623217651848	1623217666843	21752	15311		97.6	0.4	505913344	2397298688	505913344	2397298688	447484454	143310419	43888	35398	7243306	7327744	6643	46	/scratch1/btsheal/work/9b/179216a45504853945143356816e7a			gene-set-091	12	731
5c/f11aa9	92	2668488.pbs02	train_target	gene-set-092	train_target (gene-set-092)	COMPLETED	0			1	86400000			1	1623217658322	1623217666851	1623217676845	18523	13769		97.2	0.4	508796928	2397036544	515473408	2403868672	447484351	143236650	33714	35398	7173674	7254016	6643	123	/scratch1/btsheal/work/5c/f11aa9e997f307c4dbbea63396eef7			gene-set-092	6	731
6f/7ee65d	93	2668489.pbs02	train_target	gene-set-090	train_target (gene-set-090)	COMPLETED	0			1	86400000			1	1623217671504	1623217676853	1623217691846	20342	14742		98.5	0.4	497504256	2387456000	513961984	2403868672	447484409	143236650	33349	35398	7169578	7254016	3265	51	/scratch1/btsheal/work/6f/7ee65d8b8119b37787ac34d96b5667			gene-set-090	6	731
c8/1b6f07	94	2668490.pbs02	train_target	gene-set-094	train_target (gene-set-094)	COMPLETED	0			1	86400000			1	1623217684760	1623217691855	1623217701846	17086	13144		98.4	0.5	629309440	13072248832	695869440	13139357696	447484442	143421063	35327	35398	7353898	7438336	3289	45	/scratch1/btsheal/work/c8/1b6f0738fc6372c7afa1b35fc2d3fa			gene-set-094	21	731
f5/98b7dd	95	2668491.pbs02	train_target	gene-set-093	train_target (gene-set-093)	COMPLETED	0			1	86400000			1	1623217698060	1623217701853	1623217716846	18786	14894		98.1	0.4	493395968	2383085568	514260992	2403864576	447484476	143359598	33564	35398	7292458	7376896	3268	52	/scratch1/btsheal/work/f5/98b7dd526a06fff0149d6236340314			gene-set-093	16	731
c5/e8df22	96	2668492.pbs02	train_target	gene-set-095	train_target (gene-set-095)	COMPLETED	0			1	86400000			1	1623217711272	1623217716855	1623217731846	20574	12887		98.8	0.8	1021755392	26093289472	1021755392	26093289472	447484413	143347306	46166	35398	1578	7364608	3303	56	/scratch1/btsheal/work/c5/e8df222793a13137c20679a5a79e02			gene-set-095	15	731
7f/1ba1e0	97	2668493.pbs02	train_target	gene-set-096	train_target (gene-set-096)	COMPLETED	0			1	86400000			1	1623217724299	1623217731856	1623217746847	22548	14879		98.4	0.4	495988736	2381099008	513400832	2403864576	447484509	143408783	36741	35398	7341610	7426048	3268	49	/scratch1/btsheal/work/7f/1ba1e038eba8506efda2322ba3b861			gene-set-096	20	731
98/2000f9	99	2668494.pbs02	train_target	gene-set-097	train_target (gene-set-097)	COMPLETED	0			1	86400000			1	1623217737578	1623217741844	1623217756846	19268	13533		98.3	0.5	678195200	2545065984	678195200	2545065984	447484330	143273542	32865	35398	7206442	7290880	3273	147	/scratch1/btsheal/work/98/2000f97e0c7d08dcdcf0d39957569a			gene-set-097	9	731
45/2bcfd7	98	2668495.pbs02	train_target	gene-set-098	train_target (gene-set-098)	COMPLETED	0			1	86400000			1	1623217750756	1623217756855	1623217771848	21092	14768		98.7	0.4	492761088	2384023552	512663552	2403868672	447484475	143359597	40136	35398	7292458	7376896	3268	55	/scratch1/btsheal/work/45/2bcfd7e1db16a8f8503232e4a92d7f			gene-set-098	16	731
03/528f61	100	2668496.pbs02	train_target	gene-set-099	train_target (gene-set-099)	COMPLETED	0			1	86400000			1	1623217763980	1623217771856	1623217781848	17868	13260		97.9	0.5	626831360	13069348864	692490240	13102899200	447484449	143421064	32807	35397	7353898	7438336	3290	117	/scratch1/btsheal/work/03/528f613575a1ab52167921110fd09e			gene-set-099	21	731
eb/cfdcd3	2	2667945.pbs02	train_target	gene-set-000	train_target (gene-set-000)	COMPLETED	0			1	86400000			1	1623210214583	1623210215900	1623210235124	20541	12404		95.7	1.1	1444294656	26193649664	1444294656	26193649664	312113941	98137541	34517	23662	98092586	7278592	7395	53	/scratch1/btsheal/work/eb/cfdcd38b3a9178664597f35a4733ea			gene-set-000	8	488
ec/db7723	3	2667946.pbs02	train_target	gene-set-002	train_target (gene-set-002)	COMPLETED	0			1	86400000			1	1623210227756	1623210235183	1623210245115	17359	11034		95.5	1.1	1524375552	26249461760	1524375552	26249461760	312113935	98186727	25683	23662	98129450	7327744	7390	93	/scratch1/btsheal/work/ec/db7723591dfbd90f240b5e12d73719			gene-set-002	12	488
2d/ef450f	1	2667947.pbs02	train_target	gene-set-001	train_target (gene-set-001)	COMPLETED	0			1	86400000			1	1623210240864	1623210245128	1623210260118	19254	11699		97.7	1.2	1613049856	26300043264	1613049856	26300043264	312113990	98186736	32084	23662	7243306	7327744	3710	48	/scratch1/btsheal/work/2d/ef450ff66fdf33934e32ccef13595b			gene-set-001	12	488
d6/c6a3fd	4	2667948.pbs02	train_target	gene-set-003	train_target (gene-set-003)	COMPLETED	0			1	86400000			1	1623210253932	1623210260130	1623210270118	16186	10406		97.8	1.2	1615081472	26576465920	1615343616	26644099072	312113968	98248200	31672	23662	7304746	7389184	3712	42	/scratch1/btsheal/work/d6/c6a3fdb38af66d1b1c3b483212ee34			gene-set-003	17	488
93/3fd891	5	2667949.pbs02	train_target	gene-set-004	train_target (gene-set-004)	COMPLETED	0			1	86400000			1	1623210267165	1623210275112	1623210285118	17953	11994		97.5	1.2	1592188928	26300723200	1592188928	26300723200	312113995	98235900	29116	23662	7292458	7376896	3651	46	/scratch1/btsheal/work/93/3fd891ecd539a41396c3e3ccf07e42			gene-set-004	16	488
da/b56163	6	2667950.pbs02	train_target	gene-set-005	train_target (gene-set-005)	COMPLETED	0			1	86400000			1	1623210280331	1623210285135	1623210295120	14789	10595		96.9	1.2	1591496704	26300870656	1591496704	26300870656	312113950	98223601	24958	23662	7280170	7364608	3681	101	/scratch1/btsheal/work/da/b561639bb10d8d569ca4739474bc4f			gene-set-005	15	488
63/c00cda	7	2667951.pbs02	train_target	gene-set-006	train_target (gene-set-006)	COMPLETED	0			1	86400000			1	1623210293507	1623210300114	1623210310118	16611	12051		97.3	1.2	1596620800	26303791104	1596620800	26303791104	312113949	98137549	32424	23662	7194154	7278592	3545	45	/scratch1/btsheal/work/63/c00cdacf328da75b16586483457ad6			gene-set-006	8	488
8d/970399	8	2667952.pbs02	train_target	gene-set-007	train_target (gene-set-007)	COMPLETED	0			1	86400000			1	1623210306689	1623210310130	1623210325119	18430	10577		95.9	1.2	1617772544	26299801600	1617772544	26299801600	312114003	98297387	33255	23662	7357994	7438336	3690	46	/scratch1/btsheal/work/8d/9703990bc236ebd63bbf2470041437			gene-set-007	21	488
cd/4fd190	9	2667953.pbs02	train_target	gene-set-008	train_target (gene-set-008)	COMPLETED	0			1	86400000			1	1623210319792	1623210325129	1623210340120	20328	11870		97.6	1.2	1618857984	26300104704	1618857984	26300104704	312114033	98297378	23837	23662	7353898	7438336	3706	53	/scratch1/btsheal/work/cd/4fd19002424d96ba27734fe6b5f245			gene-set-008	21	488
