hash	task_id	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	workdir	scratch	error_action	dataset	hardware_type	chunks	threads
9c/a40eb4	59	2196234.pbs02	similarity_chunk	Yeast.004.001/10	similarity_chunk (Yeast.004.001/10)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609268984	1618609514931	1618609514936	245952	3182		124.9	0.2	333041664.0	16339845120.0	353738752.0	16465674240.0	3644830.0	11234191.0	1691.0	229.0	2789683.0	6934408.0	557.0	54.0	/scratch1/btsheal/work/9c/a40eb415a7a5be0d09a447c47a0f44			Yeast.004.001	p100	16	2
5d/025894	58	2196235.pbs02	similarity_chunk	Yeast.004.001/9	similarity_chunk (Yeast.004.001/9)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609271994	1618609514950	1618609519834	247840	3400		129.1	0.2	330874880.0	16339845120.0	351760384.0	16456359936.0	3644871.0	9602419.0	1693.0	228.0	2789678.0	5302644.0	743.0	58.0	/scratch1/btsheal/work/5d/0258945f5cb9b61e912c6ce534835e			Yeast.004.001	p100	16	2
28/bcb6cd	60	2196236.pbs02	similarity_chunk	Yeast.004.001/11	similarity_chunk (Yeast.004.001/11)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609274925	1618609515559	1618609519853	244928	3442		128.9	0.2	331710464.0	16339857408.0	353697792.0	16465686528.0	3644952.0	10634239.0	1689.0	230.0	2789683.0	6334448.0	560.0	54.0	/scratch1/btsheal/work/28/bcb6cd672782fec2836f741b447e04			Yeast.004.001	p100	16	2
e2/bf3b9d	61	2196237.pbs02	similarity_chunk	Yeast.004.001/12	similarity_chunk (Yeast.004.001/12)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609277911	1618609515563	1618609524838	246927	3712		122.2	0.2	331862016.0	16339857408.0	353075200.0	16465686528.0	3644891.0	10722635.0	1693.0	230.0	2789683.0	6422852.0	552.0	49.0	/scratch1/btsheal/work/e2/bf3b9d30e8ebdbaa56408759b9d947			Yeast.004.001	p100	16	2
87/3b9b3d	63	2196238.pbs02	similarity_chunk	Yeast.004.001/14	similarity_chunk (Yeast.004.001/14)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609280842	1618609515566	1618609524860	244018	3820		125.3	0.2	329043968.0	16339853312.0	351461376.0	16465682432.0	3644924.0	9501092.0	1691.0	230.0	2789683.0	5201308.0	559.0	51.0	/scratch1/btsheal/work/87/3b9b3df3e45b22860597acc1b57710			Yeast.004.001	p100	16	2
d2/f1c386	62	2196239.pbs02	similarity_chunk	Yeast.004.001/13	similarity_chunk (Yeast.004.001/13)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609283686	1618609519872	1618609524880	241194	3709		122.3	0.2	331718656.0	16339857408.0	353697792.0	16456372224.0	3644738.0	10276798.0	1692.0	229.0	2789683.0	5977016.0	432.0	46.0	/scratch1/btsheal/work/d2/f1c38630329ecf7c3e9fffd6034e70			Yeast.004.001	p100	16	2
37/9acc0e	64	2196240.pbs02	similarity_chunk	Yeast.004.001/15	similarity_chunk (Yeast.004.001/15)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609286653	1618609524897	1618609524901	238248	3049		123.0	0.2	332816384.0	16339861504.0	354254848.0	16389267456.0	3644813.0	8922491.0	1690.0	222.0	2789683.0	4622736.0	407.0	62.0	/scratch1/btsheal/work/37/9acc0e2f52d6f410ca2d18d55f43d3			Yeast.004.001	p100	16	2
e3/6f38e5	66	2196242.pbs02	similarity_chunk	Yeast.001.001/0	similarity_chunk (Yeast.001.001/0)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609292614	1618609524920	1618609524925	232311	2398		90.0	0.2	307765248.0	16149336064.0	307765248.0	16204574720.0	1595522.0	5400685.0	1556.0	185.0	740606.0	1101096.0	300.0	19.0	/scratch1/btsheal/work/e3/6f38e51784b067b85d661bd86f9883			Yeast.001.001	p100	16	2
2f/a8c682	75	2196252.pbs02	similarity_chunk	Yeast.001.001/9	similarity_chunk (Yeast.001.001/9)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609322707	1618609524963	1618609524968	202261	2043		89.0	0.2	319315968.0	16167481344.0	319315968.0	16226201600.0	1595728.0	5290666.0	1557.0	186.0	740606.0	991068.0	303.0	17.0	/scratch1/btsheal/work/2f/a8c682b4b83faeaea04d70ba1471fd			Yeast.001.001	p100	16	2
44/37ae3d	67	2196243.pbs02	similarity_chunk	Yeast.001.001/2	similarity_chunk (Yeast.001.001/2)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609295682	1618609524943	1618609529841	234159	2086		87.8	0.2	319868928.0	16167477248.0	319868928.0	16226197504.0	1595818.0	5256958.0	1553.0	186.0	740606.0	957360.0	308.0	15.0	/scratch1/btsheal/work/44/37ae3dbc867c8085d472113a87efcc			Yeast.001.001	p100	16	2
9a/d8a294	86	2196271.pbs02	similarity_chunk	Yeast.005.001/5	similarity_chunk (Yeast.005.001/5)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609352886	1618609525004	1618609529898	177012	4235		140.7	0.2	334323712.0	16340017152.0	355971072.0	16465846272.0	4338845.0	12555167.0	1742.0	258.0	3483642.0	8255252.0	504.0	55.0	/scratch1/btsheal/work/9a/d8a2941947d4fd5a7d659ac7bcebb9			Yeast.005.001	p100	16	2
6c/5b1b1c	68	2196244.pbs02	similarity_chunk	Yeast.001.001/3	similarity_chunk (Yeast.001.001/3)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609298617	1618609534834	1618609534840	236223	2419		88.5	0.2	308731904.0	16149352448.0	325718016.0	16204570624.0	1595572.0	5350865.0	1556.0	185.0	740606.0	1051276.0	453.0	20.0	/scratch1/btsheal/work/6c/5b1b1c7981a0b986a4492e2c35d51b			Yeast.001.001	p100	16	2
5e/e0e9be	78	2196253.pbs02	similarity_chunk	Yeast.001.001/13	similarity_chunk (Yeast.001.001/13)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609325642	1618609529875	1618609534873	209231	2256		87.4	0.2	309243904.0	16149344256.0	309243904.0	16213889024.0	1595721.0	4909877.0	1556.0	182.0	740611.0	610304.0	297.0	19.0	/scratch1/btsheal/work/5e/e0e9be292fbf87b74ac10e1de02237			Yeast.001.001	p100	16	2
5c/56131e	77	2196255.pbs02	similarity_chunk	Yeast.001.001/12	similarity_chunk (Yeast.001.001/12)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609328659	1618609534886	1618609534890	206231	2275		88.7	0.2	311050240.0	16149323776.0	311050240.0	16204574720.0	1595331.0	4909884.0	1556.0	182.0	740611.0	610304.0	288.0	21.0	/scratch1/btsheal/work/5c/56131e682bf2063094faa063a10b98			Yeast.001.001	p100	16	2
1c/c1c937	96	2196291.pbs02	similarity_chunk	Yeast.005.001/15	similarity_chunk (Yeast.005.001/15)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609507295	1618609529933	1618609534936	27641	3717		124.8	0.2	331419648.0	16340013056.0	351772672.0	16465842176.0	4338917.0	10606676.0	1735.0	230.0	3483647.0	6306888.0	487.0	57.0	/scratch1/btsheal/work/1c/c1c9370005db5df2e8c4f3da8aee8c			Yeast.005.001	p100	16	2
65/9b2b6f	98	2196293.pbs02	similarity_chunk	Yeast.003.001/1	similarity_chunk (Yeast.003.001/1)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609513123	1618609534957	1618609534961	21838	2838		113.1	0.2	332562432.0	16339685376.0	355352576.0	16456200192.0	2967288.0	8460021.0	1644.0	209.0	2112141.0	4160328.0	551.0	41.0	/scratch1/btsheal/work/65/9b2b6f8f50f9cd77556720463a8fbb			Yeast.003.001	p100	16	2
7e/a9e797	71	2196247.pbs02	similarity_chunk	Yeast.001.001/6	similarity_chunk (Yeast.001.001/6)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609307649	1618609534860	1618609539844	232195	2127		87.0	0.2	312209408.0	16151224320.0	312209408.0	16213889024.0	1595768.0	5264166.0	1558.0	186.0	740606.0	964568.0	413.0	17.0	/scratch1/btsheal/work/7e/a9e797eea957077be6a90d2d2d7373			Yeast.001.001	p100	16	2
86/098ed6	83	2196258.pbs02	similarity_chunk	Yeast.005.001/2	similarity_chunk (Yeast.005.001/2)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609337561	1618609534905	1618609539875	202314	4187		142.4	0.2	331739136.0	16340017152.0	351858688.0	16456531968.0	4338983.0	12282103.0	1740.0	257.0	3483642.0	7982196.0	399.0	51.0	/scratch1/btsheal/work/86/098ed6be3e07a17167e1d9652a0876			Yeast.005.001	p100	16	2
bb/400906	99	2196294.pbs02	similarity_chunk	Yeast.003.001/2	similarity_chunk (Yeast.003.001/2)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609516055	1618609534977	1618609539914	23859	2710		111.6	0.2	331440128.0	16339734528.0	352776192.0	16465563648.0	2967141.0	7751313.0	1644.0	210.0	2112141.0	3451612.0	512.0	34.0	/scratch1/btsheal/work/bb/4009069f54468b8b7d68e258cf23b8			Yeast.003.001	p100	16	2
d8/e3d470	72	2196248.pbs02	similarity_chunk	Yeast.001.001/7	similarity_chunk (Yeast.001.001/7)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609310602	1618609539860	1618609544844	234242	2477		90.2	0.2	307707904.0	16149295104.0	323846144.0	16213889024.0	1595730.0	5390082.0	1557.0	185.0	740606.0	1090496.0	457.0	23.0	/scratch1/btsheal/work/d8/e3d4701c9ca4db5f2cf01607deeb06			Yeast.001.001	p100	16	2
77/9721d9	100	2196295.pbs02	similarity_chunk	Yeast.003.001/3	similarity_chunk (Yeast.003.001/3)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609518977	1618609539928	1618609544908	25931	3113		108.6	0.2	329469952.0	16339730432.0	351694848.0	16456245248.0	2967217.0	7459395.0	1646.0	211.0	2112141.0	3159688.0	459.0	64.0	/scratch1/btsheal/work/77/9721d95b24679075b3097a05faf12e			Yeast.003.001	p100	16	2
7a/35d2ce	101	2196296.pbs02	similarity_chunk	Yeast.003.001/4	similarity_chunk (Yeast.003.001/4)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609521964	1618609544925	1618609544929	22965	3111		112.0	0.2	330653696.0	16339730432.0	353697792.0	16465559552.0	2967164.0	7953350.0	1648.0	210.0	2112141.0	3653648.0	445.0	52.0	/scratch1/btsheal/work/7a/35d2ce55936a95ee7fd60f4c05c61b			Yeast.003.001	p100	16	2
73/402a84	103	2196297.pbs02	similarity_chunk	Yeast.003.001/6	similarity_chunk (Yeast.003.001/6)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609525027	1618609544942	1618609544947	19920	2799		112.3	0.2	331218944.0	16338104320.0	354242560.0	16463933440.0	2967142.0	7727145.0	1644.0	210.0	2112141.0	3427444.0	436.0	33.0	/scratch1/btsheal/work/73/402a84ceb8601a12769d42d6fd6793			Yeast.003.001	p100	16	2
0b/99547f	74	2196250.pbs02	similarity_chunk	Yeast.001.001/10	similarity_chunk (Yeast.001.001/10)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609316619	1618609544864	1618609549848	233229	2063		88.6	0.2	316571648.0	16166928384.0	316571648.0	16216334336.0	1595732.0	5415746.0	1557.0	186.0	740611.0	1116148.0	303.0	19.0	/scratch1/btsheal/work/0b/99547fafabc038398e4c7d1ad7ebad			Yeast.001.001	p100	16	2
59/0576c5	82	2196259.pbs02	similarity_chunk	Yeast.005.001/0	similarity_chunk (Yeast.005.001/0)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609340680	1618609544873	1618609549876	209196	4561		136.5	0.2	332087296.0	16339976192.0	353198080.0	16465805312.0	4338762.0	12633395.0	1742.0	258.0	3483642.0	8333480.0	494.0	61.0	/scratch1/btsheal/work/59/0576c550d14dd11af915d53048a8ad			Yeast.005.001	p100	16	2
81/34f227	84	2196262.pbs02	similarity_chunk	Yeast.005.001/4	similarity_chunk (Yeast.005.001/4)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609346659	1618609544879	1618609549897	203238	4382		135.9	0.2	333606912.0	16339980288.0	352165888.0	16465809408.0	4338910.0	12944816.0	1737.0	257.0	3483642.0	8644908.0	677.0	71.0	/scratch1/btsheal/work/81/34f227bb92694f09671439166920d0			Yeast.005.001	p100	16	2
3f/2a66ea	94	2196288.pbs02	similarity_chunk	Yeast.005.001/13	similarity_chunk (Yeast.005.001/13)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609377132	1618609549929	1618609549933	172801	4186		142.5	0.2	334786560.0	16340017152.0	354816000.0	16465846272.0	4338980.0	13197951.0	1739.0	258.0	3483647.0	8898036.0	621.0	40.0	/scratch1/btsheal/work/3f/2a66ea3ee0adf7f7594bdaec4c2637			Yeast.005.001	p100	16	2
ab/ed1a6b	65	2196241.pbs02	similarity_chunk	Yeast.001.001/1	similarity_chunk (Yeast.001.001/1)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609289601	1618609549833	1618609554838	265237	2462		90.0	0.2	308068352.0	16149254144.0	323833856.0	16213889024.0	1595779.0	5376090.0	1556.0	185.0	740606.0	1076504.0	466.0	28.0	/scratch1/btsheal/work/ab/ed1a6b7b178ba1a432f83c3f7cd7e1			Yeast.001.001	p100	16	2
bc/573260	76	2196251.pbs02	similarity_chunk	Yeast.001.001/11	similarity_chunk (Yeast.001.001/11)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609319619	1618609554864	1618609554868	235249	2431		87.9	0.2	308301824.0	16149307392.0	324005888.0	16213884928.0	1595535.0	5351509.0	1557.0	186.0	867587.0	1051912.0	401.0	19.0	/scratch1/btsheal/work/bc/57326076ba01fdeb2008145dce3f9b			Yeast.001.001	p100	16	2
16/e5e17b	104	2196299.pbs02	similarity_chunk	Yeast.003.001/7	similarity_chunk (Yeast.003.001/7)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609528142	1618609549950	1618609554916	26774	3129		109.3	0.2	329699328.0	16339734528.0	352362496.0	16456249344.0	2967362.0	8356147.0	1646.0	210.0	2112141.0	4056448.0	382.0	71.0	/scratch1/btsheal/work/16/e5e17be45f3bf29f1fe079d9a56167			Yeast.003.001	p100	16	2
1d/d52303	102	2196300.pbs02	similarity_chunk	Yeast.003.001/5	similarity_chunk (Yeast.003.001/5)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609531303	1618609554933	1618609554938	23635	3128		111.3	0.2	331177984.0	16339734528.0	352636928.0	16465563648.0	2967111.0	7927274.0	1647.0	210.0	2112141.0	3627572.0	461.0	59.0	/scratch1/btsheal/work/1d/d52303272544375b12623b2a54d058			Yeast.003.001	p100	16	2
ae/626700	88	2196276.pbs02	similarity_chunk	Yeast.005.001/7	similarity_chunk (Yeast.005.001/7)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609359024	1618609554893	1618609559859	200835	4205		140.0	0.2	331444224.0	16338386944.0	353193984.0	16454901760.0	4338883.0	12617699.0	1741.0	257.0	3483642.0	8317792.0	418.0	48.0	/scratch1/btsheal/work/ae/626700408a3f3650055fb659735023			Yeast.005.001	p100	16	2
c8/d14dca	95	2196290.pbs02	similarity_chunk	Yeast.005.001/14	similarity_chunk (Yeast.005.001/14)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609504366	1618609554908	1618609559890	55524	4205		139.7	0.2	330117120.0	16338391040.0	351735808.0	16464220160.0	4338858.0	11719251.0	1741.0	258.0	3483647.0	7419336.0	456.0	67.0	/scratch1/btsheal/work/c8/d14dcabab51293a39e1b9eb682d12b			Yeast.005.001	p100	16	2
9c/058bec	97	2196292.pbs02	similarity_chunk	Yeast.003.001/0	similarity_chunk (Yeast.003.001/0)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609510239	1618609559919	1618609559924	49685	2804		115.3	0.2	331243520.0	16338096128.0	354082816.0	16454610944.0	2967238.0	8286613.0	1646.0	210.0	2112141.0	3986912.0	416.0	33.0	/scratch1/btsheal/work/9c/058bec007b1947fce9c7d9b98df718			Yeast.003.001	p100	16	2
1a/4bf5b3	106	2196302.pbs02	similarity_chunk	Yeast.003.001/9	similarity_chunk (Yeast.003.001/9)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609537470	1618609554955	1618609559948	22478	2621		114.1	0.2	329633792.0	16339730432.0	352755712.0	16465559552.0	2967263.0	7993205.0	1647.0	210.0	2112141.0	3693504.0	411.0	39.0	/scratch1/btsheal/work/1a/4bf5b3bcd4976a0c8c961430283abe			Yeast.003.001	p100	16	2
72/df94ea	69	2196245.pbs02	similarity_chunk	Yeast.001.001/4	similarity_chunk (Yeast.001.001/4)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609301623	1618609559837	1618609564836	263213	2550		87.0	0.2	328880128.0	16339451904.0	352870400.0	16465281024.0	1595763.0	5365262.0	1554.0	183.0	740606.0	1065692.0	372.0	27.0	/scratch1/btsheal/work/72/df94eade41e139d3f40f7f2474eecf			Yeast.001.001	p100	16	2
0e/5653c9	70	2196246.pbs02	similarity_chunk	Yeast.001.001/5	similarity_chunk (Yeast.001.001/5)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609304642	1618609564852	1618609564857	260215	2085		87.6	0.2	312094720.0	16151228416.0	312094720.0	16213889024.0	1595715.0	5377994.0	1556.0	184.0	740606.0	1078412.0	342.0	10.0	/scratch1/btsheal/work/0e/5653c9cdce8a755f569c4db88107d8			Yeast.001.001	p100	16	2
b3/7914a2	79	2196256.pbs02	similarity_chunk	Yeast.001.001/14	similarity_chunk (Yeast.001.001/14)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609331575	1618609564880	1618609564884	233309	2412		83.2	0.2	309161984.0	16149336064.0	326393856.0	16204566528.0	1595539.0	4909892.0	1557.0	183.0	740611.0	610304.0	419.0	16.0	/scratch1/btsheal/work/b3/7914a22f8aad6b32956c3ba44aea06			Yeast.001.001	p100	16	2
de/1c6d4e	107	2196303.pbs02	similarity_chunk	Yeast.003.001/10	similarity_chunk (Yeast.003.001/10)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609540495	1618609559963	1618609564922	24427	3154		111.3	0.2	329216000.0	16339734528.0	351563776.0	16465563648.0	2967331.0	7623687.0	1647.0	210.0	2112146.0	3323988.0	625.0	54.0	/scratch1/btsheal/work/de/1c6d4e052be7362f24729ef7da6279			Yeast.003.001	p100	16	2
8a/7e2726	108	2196304.pbs02	similarity_chunk	Yeast.003.001/11	similarity_chunk (Yeast.003.001/11)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609543461	1618609564941	1618609564945	21484	3101		113.0	0.2	330383360.0	16339734528.0	352178176.0	16465563648.0	2967103.0	7938918.0	1645.0	208.0	2112146.0	3639232.0	405.0	61.0	/scratch1/btsheal/work/8a/7e2726aee34319b781490b8d0cbefe			Yeast.003.001	p100	16	2
20/511189	92	2196279.pbs02	similarity_chunk	Yeast.005.001/11	similarity_chunk (Yeast.005.001/11)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609367939	1618609564910	1618609569855	201916	4224		140.5	0.2	329842688.0	16338386944.0	351510528.0	16464216064.0	4338943.0	12957127.0	1741.0	257.0	3483647.0	8657204.0	408.0	56.0	/scratch1/btsheal/work/20/511189656eb51bd5cd3f688917ae7a			Yeast.005.001	p100	16	2
67/946807	110	2196305.pbs02	similarity_chunk	Yeast.003.001/13	similarity_chunk (Yeast.003.001/13)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609546424	1618609564959	1618609569882	23458	2695		113.5	0.2	334651392.0	16339730432.0	357388288.0	16456245248.0	2967195.0	7904401.0	1644.0	211.0	2112146.0	3604676.0	390.0	28.0	/scratch1/btsheal/work/67/94680708673a871b6304249c2df39c			Yeast.003.001	p100	16	2
33/cdaad0	109	2196306.pbs02	similarity_chunk	Yeast.003.001/12	similarity_chunk (Yeast.003.001/12)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609549418	1618609569897	1618609569902	20484	2756		116.4	0.2	330637312.0	16339730432.0	352624640.0	16465559552.0	2967333.0	7850529.0	1644.0	208.0	2112146.0	3550828.0	394.0	29.0	/scratch1/btsheal/work/33/cdaad0db15ae875b1e0a8f0ceb1bc3			Yeast.003.001	p100	16	2
60/3e7055	73	2196249.pbs02	similarity_chunk	Yeast.001.001/8	similarity_chunk (Yeast.001.001/8)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609313565	1618609574836	1618609574842	261277	2481		86.9	0.2	309080064.0	16149336064.0	352014336.0	16454340608.0	1595522.0	5404941.0	1556.0	185.0	740606.0	1105336.0	492.0	34.0	/scratch1/btsheal/work/60/3e7055d60b7cd454235130e7aef52e			Yeast.001.001	p100	16	2
d7/a94a8a	80	2196260.pbs02	similarity_chunk	Yeast.001.001/15	similarity_chunk (Yeast.001.001/15)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609343674	1618609574864	1618609574868	231194	2257		89.7	0.2	311578624.0	16149381120.0	311578624.0	16213889024.0	1595511.0	4909884.0	1554.0	180.0	740611.0	610304.0	289.0	16.0	/scratch1/btsheal/work/d7/a94a8adb1b02b75bc9d333e1e9dc94			Yeast.001.001	p100	16	2
7a/86f77d	91	2196281.pbs02	similarity_chunk	Yeast.005.001/10	similarity_chunk (Yeast.005.001/10)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609371091	1618609569871	1618609574898	203807	4638		135.1	0.2	333062144.0	16338386944.0	355319808.0	16397107200.0	4338893.0	12652896.0	1738.0	256.0	3483647.0	8352984.0	435.0	109.0	/scratch1/btsheal/work/7a/86f77d713f510482bcf7e1e857a8ba			Yeast.005.001	p100	16	2
a6/75300a	111	2196307.pbs02	similarity_chunk	Yeast.003.001/14	similarity_chunk (Yeast.003.001/14)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609552348	1618609569917	1618609574925	22577	3188		112.1	0.2	330526720.0	16339730432.0	352690176.0	16465559552.0	2967295.0	8004456.0	1643.0	210.0	2112146.0	3704740.0	381.0	44.0	/scratch1/btsheal/work/a6/75300a064db3b0bb66ba3baa7dcbff			Yeast.003.001	p100	16	2
27/cda143	93	2196287.pbs02	similarity_chunk	Yeast.005.001/12	similarity_chunk (Yeast.005.001/12)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609374170	1618609574915	1618609579850	205680	4218		140.0	0.2	334688256.0	16340013056.0	354742272.0	16465842176.0	4338645.0	12346787.0	1738.0	258.0	3483647.0	8046856.0	378.0	67.0	/scratch1/btsheal/work/27/cda1439de1f349553ce93704655d33			Yeast.005.001	p100	16	2
84/49d2f4	113	2196308.pbs02	similarity_chunk	Yeast.007.001/0	similarity_chunk (Yeast.007.001/0)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609555449	1618609574942	1618609579876	24427	5650		152.5	0.2	333774848.0	16340279296.0	353140736.0	16466108416.0	5710449.0	20598575.0	1844.0	330.0	4855099.0	16298324.0	454.0	158.0	/scratch1/btsheal/work/84/49d2f45deecc0c822969bb5cd84302			Yeast.007.001	p100	16	2
1e/e1795a	112	2196309.pbs02	similarity_chunk	Yeast.003.001/15	similarity_chunk (Yeast.003.001/15)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609558461	1618609574945	1618609579894	21433	2194		92.9	0.2	314494976.0	16151511040.0	314494976.0	16204853248.0	2967217.0	5395652.0	1642.0	190.0	2112146.0	1096020.0	301.0	16.0	/scratch1/btsheal/work/1e/e1795ab904cb1dd8d4aa90bee6a3ec			Yeast.003.001	p100	16	2
12/a091df	85	2196263.pbs02	similarity_chunk	Yeast.005.001/3	similarity_chunk (Yeast.005.001/3)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609349862	1618609579837	1618609584842	234980	4201		140.3	0.2	334458880.0	16338395136.0	356438016.0	16454909952.0	4338843.0	12835023.0	1738.0	258.0	3483642.0	8535092.0	408.0	49.0	/scratch1/btsheal/work/12/a091df1c5c7d325612fe77888d3336			Yeast.005.001	p100	16	2
a5/9b405d	105	2196301.pbs02	similarity_chunk	Yeast.003.001/8	similarity_chunk (Yeast.003.001/8)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609534342	1618609579868	1618609584872	50530	3128		112.0	0.2	331137024.0	16339730432.0	353546240.0	16456245248.0	2967118.0	7662499.0	1646.0	210.0	2112141.0	3362784.0	390.0	50.0	/scratch1/btsheal/work/a5/9b405d4ef99bbeb3049ac87f22ae1d			Yeast.003.001	p100	16	2
f8/b4c73d	87	2196275.pbs02	similarity_chunk	Yeast.005.001/6	similarity_chunk (Yeast.005.001/6)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-gpu	1	86400000			1	1618609355941	1618609584861	1618609589846	233905	4483		137.9	0.2	331984896.0	16340021248.0	353492992.0	16398741504.0	4338606.0	11823351.0	1741.0	257.0	3483642.0	7523428.0	394.0	64.0	/scratch1/btsheal/work/f8/b4c73d2ea68f64d0da11b104c327c1			Yeast.005.001	p100	16	2
