hash	task_id	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	workdir	scratch	error_action	dataset	cmx_bytes
3f/7c5ffc	170	2197062.pbs02	threshold_rmt	Yeast.005.001	threshold_rmt (Yeast.005.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618616248071	1618616254488	1618616258780	10709	4216		75.4	0.1	184758272.0	1890570240.0	184758272.0	1949290496.0	9390249258.0	4381442.0	574367.0	3060.0	9389684471.0	3064.0	18225.0	42.0	/scratch1/btsheal/work/3f/7c5ffc24fe3260f22ea3b890cda31e			Yeast.005.001	7676753
99/aef87c	175	2197067.pbs02	threshold_rmt	Yeast.007.001	threshold_rmt (Yeast.007.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618616260115	1618616268763	1618616273760	13645	7816		77.4	0.1	224272384.0	1927737344.0	224272384.0	1986457600.0	18480431733.0	4384546.0	1129189.0	3127.0	18479866936.0	2872.0	36089.0	69.0	/scratch1/btsheal/work/99/aef87c02ca341102e6a0891842f840			Yeast.007.001	14978067
30/84dab7	180	2197069.pbs02	threshold_rmt	Yeast.008.001	threshold_rmt (Yeast.008.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618616266070	1618616273772	1618616283774	17704	10204		76.1	0.2	246067200.0	1951256576.0	246067200.0	2009976832.0	24297462121.0	4381822.0	1484232.0	3022.0	24296897305.0	2745.0	48267.0	98.0	/scratch1/btsheal/work/30/84dab7dfb9fd536a69fdb6b56328b4			Yeast.008.001	19638069
9e/f140ff	41	2191287.pbs02	threshold_rmt	Yeast.003.001	threshold_rmt (Yeast.003.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618593802315	1618593808167	1618593813183	10868	2207		77.9	0.1	158461952.0	1865412608.0	158461952.0	1954222080.0	3535119755.0	4399289.0	217000.0	3710.0	3534555530.0	3690.0	5921.0	15.0	/scratch1/btsheal/work/9e/f140ff3b4de7fce543c825793193ff			Yeast.003.001	2942240
81/e286c5	45	2191288.pbs02	threshold_rmt	Yeast.002.001	threshold_rmt (Yeast.002.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618593805862	1618593813194	1618593813198	7336	1444		80.4	0.1	154890240.0	1858756608.0	154890240.0	1917476864.0	1491537637.0	4407669.0	92267.0	4083.0	1490973369.0	4295.0	2804.0	31.0	/scratch1/btsheal/work/81/e286c5eb433e3d141e83a19971081f			Yeast.002.001	1276339
a4/cbceb0	48	2191293.pbs02	threshold_rmt	Yeast.001.001	threshold_rmt (Yeast.001.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618593808881	1618593813208	1618593818167	9286	1179		83.7	0.0	53481472.0	1552756736.0	128782336.0	1681567744.0	412235756.0	4448496.0	26392.0	5576.0	411671547.0	5907.0	313.0	9.0	/scratch1/btsheal/work/a4/cbceb0b46a2452a49eeafa24571088			Yeast.001.001	375578
28/1204ad	51	2191294.pbs02	threshold_rmt	Yeast.005.001	threshold_rmt (Yeast.005.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618593811898	1618593818190	1618593823190	11292	3952		72.4	0.1	187830272.0	1890922496.0	187830272.0	1954222080.0	9390232346.0	4381476.0	574367.0	3063.0	9389668087.0	3053.0	18101.0	31.0	/scratch1/btsheal/work/28/1204ad3867a026d8dcfd5410c7e6ed			Yeast.005.001	7676740
c2/3ad012	53	2191295.pbs02	threshold_rmt	Yeast.004.001	threshold_rmt (Yeast.004.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618593814883	1618593823200	1618593823204	8321	3268		80.2	0.1	172036096.0	1877684224.0	172048384.0	1954222080.0	6193511504.0	4391434.0	379253.0	3421.0	6192947243.0	3404.0	11683.0	45.0	/scratch1/btsheal/work/c2/3ad01239122997b50be8ab2e6fd0fc			Yeast.004.001	5095883
7e/f9ebda	56	2191296.pbs02	threshold_rmt	Yeast.006.001	threshold_rmt (Yeast.006.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618593818096	1618593823212	1618593828182	10086	5811		76.6	0.1	200896512.0	1906434048.0	200896512.0	1965154304.0	13454797197.0	4382863.0	822447.0	3092.0	13454232983.0	3002.0	25736.0	31.0	/scratch1/btsheal/work/7e/f9ebda4eec0b9d6b09388cca1c5114			Yeast.006.001	10946119
0c/7972b5	63	2191300.pbs02	threshold_rmt	Yeast.007.001	threshold_rmt (Yeast.007.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618593830388	1618593838179	1618593844058	13670	7274		75.1	0.1	223301632.0	1928372224.0	223301632.0	1987092480.0	18480431196.0	4384501.0	1129189.0	3126.0	18479866936.0	2875.0	36003.0	90.0	/scratch1/btsheal/work/0c/7972b5ca688d65bc40b95320b7359c			Yeast.007.001	14978067
de/2e2683	68	2191303.pbs02	threshold_rmt	Yeast.008.001	threshold_rmt (Yeast.008.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618593840343	1618593844075	1618593858184	17841	9589		75.8	0.2	246292480.0	1949851648.0	248311808.0	2010587136.0	24297461556.0	4381817.0	1484230.0	3022.0	24296897305.0	2754.0	47758.0	124.0	/scratch1/btsheal/work/de/2e2683412bd7afd2c5b3ae3a2ec0df			Yeast.008.001	19638069
12/e2ccea	59	2196517.pbs02	threshold_rmt	Yeast.002.001	threshold_rmt (Yeast.002.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618611735611	1618611742566	1618611742572	6961	1479		80.6	0.1	154292224.0	1859698688.0	154292224.0	1918418944.0	1491538162.0	4410802.0	92269.0	4192.0	1490973369.0	4355.0	2796.0	29.0	/scratch1/btsheal/work/12/e2ccea57e84364c39e7648bf6cfab4			Yeast.002.001	1276339
be/85c199	62	2196518.pbs02	threshold_rmt	Yeast.004.001	threshold_rmt (Yeast.004.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618611738615	1618611742583	1618611747569	8954	3144		78.4	0.1	174710784.0	1877762048.0	174710784.0	1936482304.0	6193512038.0	4391466.0	379255.0	3423.0	6192947243.0	3401.0	11774.0	16.0	/scratch1/btsheal/work/be/85c1997d77b2eda636256469271829			Yeast.004.001	5095883
f7/b68439	63	2196519.pbs02	threshold_rmt	Yeast.003.001	threshold_rmt (Yeast.003.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618611741610	1618611747580	1618611752584	10974	2285		78.8	0.1	157913088.0	1865412608.0	157913088.0	1924132864.0	3535120317.0	4399252.0	217000.0	3708.0	3534555530.0	3688.0	5735.0	17.0	/scratch1/btsheal/work/f7/b684394a19765c68ce3725cf8e369d			Yeast.003.001	2942240
15/c3c7a3	66	2196520.pbs02	threshold_rmt	Yeast.001.001	threshold_rmt (Yeast.001.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618611744682	1618611752593	1618611752598	7916	997		82.3	0.0	3608576.0	227995648.0	3608576.0	227995648.0	412236333.0	4430174.0	26394.0	4948.0	411671547.0	5534.0	18.0	0.0	/scratch1/btsheal/work/15/c3c7a326d1c15e5b10b4dd68ef91cb			Yeast.001.001	375578
9b/c552fc	71	2196521.pbs02	threshold_rmt	Yeast.006.001	threshold_rmt (Yeast.006.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618611747833	1618611757563	1618611762586	14753	6148		77.7	0.1	203837440.0	1908310016.0	203837440.0	1967030272.0	13454797779.0	4385035.0	822449.0	3167.0	13454232983.0	3047.0	25852.0	50.0	/scratch1/btsheal/work/9b/c552fc8dc6eaddad51704c18cb3440			Yeast.006.001	10946119
c6/cfd8fe	73	2196522.pbs02	threshold_rmt	Yeast.005.001	threshold_rmt (Yeast.005.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618611750925	1618611757566	1618611762602	11677	4126		76.5	0.1	185065472.0	1890746368.0	185065472.0	1954222080.0	9390249274.0	4381458.0	574369.0	3062.0	9389684471.0	3064.0	18112.0	37.0	/scratch1/btsheal/work/c6/cfd8fe275e443e97dbf8446f80091d			Yeast.005.001	7676753
bf/7a764b	78	2196525.pbs02	threshold_rmt	Yeast.007.001	threshold_rmt (Yeast.007.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618611760064	1618611767568	1618611777572	17508	9270		65.4	0.1	223780864.0	1927368704.0	223780864.0	1986088960.0	18480431741.0	4384554.0	1129191.0	3128.0	18479866936.0	2872.0	36166.0	76.0	/scratch1/btsheal/work/bf/7a764bc8c04119438a1df2c5b5eddb			Yeast.007.001	14978067
53/0c68af	83	2196528.pbs02	threshold_rmt	Yeast.008.001	threshold_rmt (Yeast.008.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618611769457	1618611777587	1618611787576	18119	10196		75.4	0.2	246140928.0	1951256576.0	246140928.0	2009976832.0	24297462128.0	4381830.0	1484233.0	3023.0	24296897305.0	2745.0	47597.0	131.0	/scratch1/btsheal/work/53/0c68afcba42df6b216bc359f5a3c4b			Yeast.008.001	19638069
9c/702aee	43	2193425.pbs02	threshold_rmt	Yeast.006.001	threshold_rmt (Yeast.006.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618601107640	1618601111314	1618601120295	12655	6423		71.9	0.1	204390400.0	1907990528.0	204390400.0	1966710784.0	13454797521.0	4385031.0	822445.0	3167.0	13454232983.0	3047.0	25797.0	44.0	/scratch1/btsheal/work/9c/702aeef38a55b09c9c514ca8a42167			Yeast.006.001	10946119
ab/5fba14	45	2193426.pbs02	threshold_rmt	Yeast.004.001	threshold_rmt (Yeast.004.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618601110628	1618601115295	1618601120317	9689	3289		78.2	0.1	172048384.0	1877770240.0	172048384.0	1954222080.0	6193511738.0	4391470.0	379256.0	3424.0	6192947243.0	3401.0	11855.0	30.0	/scratch1/btsheal/work/ab/5fba1401a608f18c01688c343d3d0f			Yeast.004.001	5095883
7d/788d4e	48	2193427.pbs02	threshold_rmt	Yeast.002.001	threshold_rmt (Yeast.002.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618601113779	1618601120330	1618601120334	6555	1503		80.4	0.1	158085120.0	1859538944.0	158085120.0	1918259200.0	1491537895.0	4410794.0	92269.0	4192.0	1490973369.0	4355.0	2829.0	64.0	/scratch1/btsheal/work/7d/788d4ef5d53d0c5ee6dcbe7c487ef3			Yeast.002.001	1276339
e4/553254	51	2193428.pbs02	threshold_rmt	Yeast.001.001	threshold_rmt (Yeast.001.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618601116726	1618601125309	1618601125316	8590	1308		82.3	0.0	52076544.0	1552551936.0	127287296.0	1640816640.0	412236091.0	4430167.0	26394.0	4948.0	411671547.0	5534.0	311.0	34.0	/scratch1/btsheal/work/e4/5532544c5c135cbbf3249b57f7ce12			Yeast.001.001	375578
cb/ed3501	55	2193429.pbs02	threshold_rmt	Yeast.005.001	threshold_rmt (Yeast.005.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618601119669	1618601125341	1618601130296	10627	3967		75.6	0.1	188080128.0	1891028992.0	188080128.0	1954222080.0	9390248958.0	4381446.0	574368.0	3061.0	9389684471.0	3064.0	18152.0	35.0	/scratch1/btsheal/work/cb/ed3501baa3b26b2b693d0bec12b158			Yeast.005.001	7676753
6f/9213c0	57	2193430.pbs02	threshold_rmt	Yeast.003.001	threshold_rmt (Yeast.003.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618601122582	1618601130307	1618601130312	7730	2244		78.0	0.1	157745152.0	1865412608.0	157745152.0	1924132864.0	3535120065.0	4399260.0	217002.0	3710.0	3534555530.0	3688.0	5920.0	19.0	/scratch1/btsheal/work/6f/9213c0f6c9b951a20048646862f69e			Yeast.003.001	2942240
f4/6e4c1c	62	2193435.pbs02	threshold_rmt	Yeast.007.001	threshold_rmt (Yeast.007.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618601134281	1618601140311	1618601150312	16031	8040		76.9	0.1	221974528.0	1927675904.0	221974528.0	1986396160.0	18480431501.0	4384550.0	1129190.0	3128.0	18479866936.0	2872.0	35848.0	87.0	/scratch1/btsheal/work/f4/6e4c1c4aab4d94dce09ea3c96b8c20			Yeast.007.001	14978067
d6/eca51d	69	2193439.pbs02	threshold_rmt	Yeast.008.001	threshold_rmt (Yeast.008.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618601146072	1618601150332	1618601165317	19245	10918		74.3	0.2	244609024.0	1950040064.0	244609024.0	2008760320.0	24297461862.0	4381818.0	1484233.0	3022.0	24296897305.0	2745.0	47605.0	106.0	/scratch1/btsheal/work/d6/eca51d13e3f125f71fdc92bf2c4900			Yeast.008.001	19638069
3b/c3f334	91	2192182.pbs02	threshold_rmt	Yeast.002.001	threshold_rmt (Yeast.002.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618596104565	1618596131571	1618596131576	27011	1435		80.9	0.1	156352512.0	1859698688.0	156622848.0	1954222080.0	1491537611.0	4407677.0	92268.0	4084.0	1490973369.0	4295.0	2843.0	22.0	/scratch1/btsheal/work/3b/c3f3349fcaf88f91eb1344b4a3f97b			Yeast.002.001	1276339
71/91509e	94	2192189.pbs02	threshold_rmt	Yeast.001.001	threshold_rmt (Yeast.001.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618596107648	1618596131586	1618596136576	28928	1233		85.8	0.0	51793920.0	1552756736.0	129150976.0	1641177088.0	412235829.0	4448504.0	26393.0	5577.0	411671547.0	5907.0	294.0	16.0	/scratch1/btsheal/work/71/91509e168c9baece9949983a3195a7			Yeast.001.001	375578
9d/fa8d9b	95	2192201.pbs02	threshold_rmt	Yeast.004.001	threshold_rmt (Yeast.004.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618596110519	1618596136588	1618596141575	31056	3161		79.4	0.1	174465024.0	1877852160.0	174465024.0	1954222080.0	6193511486.0	4391450.0	379256.0	3423.0	6192947243.0	3404.0	11720.0	34.0	/scratch1/btsheal/work/9d/fa8d9ba9ff50cb08b05f1e63dcaf59			Yeast.004.001	5095883
e3/beceb6	98	2192212.pbs02	threshold_rmt	Yeast.003.001	threshold_rmt (Yeast.003.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618596113369	1618596136592	1618596141590	28221	2459		80.4	0.1	159916032.0	1865142272.0	159916032.0	1954222080.0	3535119834.0	4399281.0	217000.0	3709.0	3534555530.0	3690.0	6635.0	19.0	/scratch1/btsheal/work/e3/beceb6faa35a54463f72cac6d60ec9			Yeast.003.001	2942240
d2/082383	103	2192222.pbs02	threshold_rmt	Yeast.006.001	threshold_rmt (Yeast.006.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618596119499	1618596136595	1618596141602	22103	5600		76.1	0.1	201641984.0	1906941952.0	201646080.0	1965662208.0	13454797269.0	4382871.0	822448.0	3093.0	13454232983.0	3002.0	25816.0	46.0	/scratch1/btsheal/work/d2/0823834655115c70582dadcef0a965			Yeast.006.001	10946119
6c/1d8de3	105	2192223.pbs02	threshold_rmt	Yeast.005.001	threshold_rmt (Yeast.005.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618596122459	1618596136602	1618596141613	19154	3912		75.9	0.1	188080128.0	1891000320.0	188080128.0	1954222080.0	9390232372.0	4381476.0	574366.0	3062.0	9389668087.0	3053.0	18200.0	30.0	/scratch1/btsheal/work/6c/1d8de3d0d73d4cf870ef15ec327b22			Yeast.005.001	7676740
18/083a48	108	2192224.pbs02	threshold_rmt	Yeast.008.001	threshold_rmt (Yeast.008.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618596129537	1618596346604	1618596356608	227071	9720		73.7	0.2	248315904.0	1951760384.0	248315904.0	2010480640.0	24297461601.0	4381825.0	1484232.0	3023.0	24296897305.0	2754.0	47471.0	105.0	/scratch1/btsheal/work/18/083a48919e330924a403b7a651e260			Yeast.008.001	19638069
a1/326aa5	112	2192225.pbs02	threshold_rmt	Yeast.007.001	threshold_rmt (Yeast.007.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618596132552	1618596351605	1618596356624	224072	7704		76.1	0.1	224395264.0	1860763648.0	224395264.0	1919483904.0	18480431223.0	4384509.0	1129181.0	3126.0	18479866936.0	2875.0	35993.0	69.0	/scratch1/btsheal/work/a1/326aa578885eb4d37d1f7919c226a1			Yeast.007.001	14978067
12/ce12dd	91	2196726.pbs02	threshold_rmt	Yeast.002.001	threshold_rmt (Yeast.002.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618613817730	1618613825651	1618613825657	7927	1575		79.7	0.1	156606464.0	1859497984.0	156606464.0	1918218240.0	1491538170.0	4410810.0	92270.0	4193.0	1490973369.0	4355.0	2832.0	31.0	/scratch1/btsheal/work/12/ce12ddeb87cb985e4414e82970b533			Yeast.002.001	1276339
6c/1556ff	93	2196727.pbs02	threshold_rmt	Yeast.004.001	threshold_rmt (Yeast.004.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618613820657	1618613825669	1618613830668	10011	3225		78.6	0.1	172572672.0	1877827584.0	172572672.0	1936547840.0	6193512045.0	4391474.0	379256.0	3424.0	6192947243.0	3401.0	11763.0	32.0	/scratch1/btsheal/work/6c/1556ff7cee66f2a81649ee0e670157			Yeast.004.001	5095883
60/b18ea3	96	2196728.pbs02	threshold_rmt	Yeast.003.001	threshold_rmt (Yeast.003.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618613823667	1618613830679	1618613830684	7017	2319		77.4	0.1	160501760.0	1865412608.0	160501760.0	1924132864.0	3535120333.0	4399268.0	217001.0	3710.0	3534555530.0	3688.0	5735.0	16.0	/scratch1/btsheal/work/60/b18ea30458fe3fb7dc5ce85a4f4cc5			Yeast.003.001	2942240
27/8fdbcd	100	2196729.pbs02	threshold_rmt	Yeast.001.001	threshold_rmt (Yeast.001.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618613826805	1618613830693	1618613835684	8879	1081		83.2	0.0	3342336.0	227995648.0	3342336.0	227995648.0	412236365.0	4430182.0	26395.0	4949.0	411671547.0	5534.0	19.0	1.0	/scratch1/btsheal/work/27/8fdbcd7b0b6c98be89a258f3a116a3			Yeast.001.001	375578
c7/ab0bf5	103	2196730.pbs02	threshold_rmt	Yeast.006.001	threshold_rmt (Yeast.006.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618613829805	1618613835692	1618613840647	10842	5851		77.7	0.1	201728000.0	1906941952.0	201732096.0	1965662208.0	13454797788.0	4385043.0	822450.0	3168.0	13454232983.0	3047.0	25714.0	57.0	/scratch1/btsheal/work/c7/ab0bf56bfda43bd9f58562c686d9d6			Yeast.006.001	10946119
6a/fb904e	105	2196734.pbs02	threshold_rmt	Yeast.005.001	threshold_rmt (Yeast.005.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618613835825	1618613840662	1618613845646	9821	4227		73.9	0.1	187260928.0	1890459648.0	187260928.0	1954222080.0	9390249274.0	4381458.0	574369.0	3062.0	9389684471.0	3064.0	18179.0	46.0	/scratch1/btsheal/work/6a/fb904ee7b04ceb15eebb00f818c75b			Yeast.005.001	7676753
d4/8a14b5	112	2196737.pbs02	threshold_rmt	Yeast.008.001	threshold_rmt (Yeast.008.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618613845551	1618613850653	1618613860655	15104	9709		76.0	0.2	249012224.0	1951584256.0	249012224.0	2010304512.0	24297462109.0	4381830.0	1484233.0	3023.0	24296897305.0	2745.0	47530.0	97.0	/scratch1/btsheal/work/d4/8a14b5b74fa0a677abe3059db14220			Yeast.008.001	19638069
f1/9ca930	114	2196739.pbs02	threshold_rmt	Yeast.007.001	threshold_rmt (Yeast.007.001)	COMPLETED	0	[kinc/v3.4.2]	systemsgenetics/kinc:3.4.2-cpu	1	43200000			1	1618613848597	1618613855652	1618613860670	12073	7678		77.0	0.1	224681984.0	1927798784.0	224681984.0	1986519040.0	18480431732.0	4384546.0	1129189.0	3127.0	18479866936.0	2872.0	36012.0	70.0	/scratch1/btsheal/work/f1/9ca9309b014f989ab83db4fde9b374			Yeast.007.001	14978067
